NAME,FORENAME,OCCPN/STATUS,PLACE,TYPE,YEAR,FOLIO,REGISTER
BARTER,Thomas,(?brewer),"Kingscarwill, Whitber (Milton Damerel)",,1612,30,Fenner
BARTER,"William, singleman",,Paignton,,1614,97,Lawe
BARTON,"Humfrey, gent",,"[various @ Dorset, Somerset and:]",,1606,82,Stafforde
,,,"St Clements without Templebarre, Middx.,",,,,
,,,"London & Exeter City, Devon",,,,
BARTOWE,Peter,yeoman,"Wolvestone, par of Awlliscombe,",,1619,55,Parker
,,,Otterye St Mary,2nd grant,,6,August 1630
BASSE,George,husbandman,Northmolton,,1617,100,Weldon
BASTON,John,sailor,bound to seas from East Indies unto England,,1606,39,Hudlestone
,,,"in ship ""Hector""; Exeter",,,,
BATTEN,William,yeoman,"Inch als Insce, Cornwall; Eckbuckland,",,1616,116,Cope
BATSTYN,"Fyrmin, gent",,"Bere Ferris, Colyton, Axminster, Honyton",,1610,41,Wingfield
BATTERSBY,"John, gentleman",,"Plymouth & Rame, Harrobeote",,1619,112,Parker
,,,"(par. of Calstock, Cornwall)",,,,
BEALE als SLICE,John,yeoman,Tormoham,,1616,42,Cope
BEAMONT,"Elizabeth, widow",,Gittisham,,1614,74,Lawe
,of Henry BEAMONT esq,,,,,,
BEAPLE,"Alice, widow",,Barnstaple,,1606,26,Stafforde
BEAPLE,James,merchant,Barnstaple,,1616,112,Cope
BEARD,John,,Listleigh [Lustleigh],,1618,42,Meade
BEARE,Robert,yeoman,Broadhembury,,1606,13,Stafforde
BEARE,William,,Tawton Bishop,,1617,109,Weldon
BEARE,William,,(PAB Northam),,1618,62,Meade
BEDGOOD,William,,Holcomb Rogus,,1605,37,Hayes
BE(E)RE,"Charles, esq",,Hunsham,,1608,3,Windebanck
BEERE,Humfrey,,Abbotsham,,1616,12,Cope
BELFIELD,"John, gent",,Paington,,1617,74,Weldon
BELLAMY see BALLAMYE,,,,,,,
BELLAMY,Richard,merchant,Exeter,,1615,28,Rudd
BENET,Henry,,"St Thomas, nr Exbridge by Exeter",,1615,41,Rudd
BENNETT,John,,(PAB Denbury),,1618,94,Meade
BENNETT,William,sayler,"Edgenswell, par of St Mary Church",,1605,87,Hayes
BERDALL,Thomas,,"St Thomas the Apostle, nr City of Exeter",,1609,42,Dorset
BERRIE,Alexander,yeoman,Swimbridge,,1611,37,Wood
BER(R)YE,"Bartholomew, bachelor",,Swymbridge,,1608,98,Windebanck
BER(R)YE,"Humfrey, esq",,Berynerber [Berry Narbor],,1619,8,Parker
BERRYE,"Thomas, gent",,"Plymouth,",,1605,22,Hayes
,,,who departed five years since to sea,,,,
BERRYE,Thomas,clothier,Tiverton,,1612,21,Fenner
BERRYMAN,John,clothier,Bishop's Tawton,,1614,124,Lawe
,,,"(PAB St Christopher Stocks, London)",sentence,1617,128,Cope
BEVYS,Nicholas,merchant,Exeter,,1613,53,Capell
BICKFORD,Gregory,yeoman,Combintinhead,,1611,73,Wood
BICKFORD,John,,Kingscarswell,,1605,87,Hayes
BICKFORD,John,,Stokentynhead,,1613,7,Capell
BICKFORD,Richard,,Devon [No place name],sentence,1618,59,Meade
BIDGOOD,Edward,merchant,Exeter,,1607,21,Hudlestone
BINFORD,John,,Re--- in Cnty of Devon; (?par of Haldon),with sentence,1608,65,Windebanck
,,,"(Sentence reads ""of Willand, Co Devon"")",,,,
BLACKALL,"Elizabeth, wife of",,Totness,,1608,26,Windebanck
,"Christopher BLACKALL,",gent,,,,,
BLACKALLER,"Peter, gent",,"Stowford, Colyton {Colaton Raleigh]",,1613,39,Capell
BLACKFORD,John,weaver,Bishopps Nympton,,1610,1,Wingfield
BLACKMORE,John,mariner,Plymouth,,1611,71,Wood
BLACKMORE,Richard,yeoman,East Anstie,,1617,121,Weldon
BLAKE,Michael,husbandman,Northmolton,,1619,95,Parker
BLATCHFORD,Gawen,taylor,Exeter,,1619,8,Parker
BLIGHT,John,marchante,Exeter,,1613,23,Capell
BLOUNT,"Charles, Earl of Devon",,,,1606,51,Stafforde
,"Lord Mountjoy, K.G.,",,,sentence,1607,41,Hudlestone
,Lord Lieut of Ireland,,,,,,
BLUET,"Richard, esq",,Holcomb Rogus,,1616,107,Cope
BLUNDELL,John,yeoman,Ashberton,,1616,96,Cope
BLYTHMAN,John,merchant,Plymouth,,1617,64,Weldon
,,,,sentence,1618,34,Meade
BODLEY,Lawrence,clerke,(PAB Canon of Exeter),,1615,59,Rudd
BODLYE,"William, esq",,Dunscombe [Crediton],,1619,49,Parker
BOGAN,Peter,,Totnes,with sentence,1617,117,Weldon
BOUNDE,"John, senior",yeeoman,"Bulligh, Ipplepen",,1611,70,Wood
BOVETT,Thomas,yeoman,"Stockland, Dor.",,1609,75,Dorset
BOWDEN,Hugh,,(PAB Plymouth),,1618,118,Meade
BOWDEN,Richard,,"aboard ship ""Charles"" (PAB Plymouth)",,1618,117,Meade
,,,,AND,1619,14,Parker
BOWER,William,,Sele [Zeal] Monacorum,,1607,74,Hudlestone
BOWREMAN,"Anstice, widow",,Culmstock,,1613,52,Capell
BOYS,"Mathew, gent",,Plymouth,,1614,1,Lawe
BRADDON,William,,Combyntynhead,,1613,8,Capell
BRADFORD,William,blacksmith,Ufecolme [Uffculme],,1608,63,Windebanck
BRAILY als WIDLAKE,"Katherine, widow",,Chittlehamton,,1610,69,Wingfield
BRAYLIE see WIDLAKE,,,,,,,
BREMBRIDGE,James,mariner,Biddiford,,1618,39,Meade
BRETON see BRUTON,,,,,,,
BRIDGEMAN,John,yeoman,Munckleigh,,1608,46,Windebanck
BRIGHTE,"Hellen, widow",,Chittlehampton,,1619,58,Parker
BRINDE,David,,(PAB Dartmouth),,1618,94,Meade
BROKING,Allen,merchant,Tottness,,1618,111,Meade
BROKING,William,merchant,Totnes,,1618,71,Meade
BROOKE als BUTSON,Oliver,husbandman,Uffeculme,,1617,109,Weldon
BROOKE als BUTSON,Osmond,,"Aller, Kintisbere [Kentisbeare]",,1619,29,Parker
BROOKE,Richard,husbandman,Bishopps Nymett,,1612,12,Fenner
BROWNE,"Anne, widow",,Plymouth,,1611,77,Wood
BROWNE,Roger,,Plymouth,,1614,87,Lawe
BROWNE,Sir Thomas. knight,,"Browne (?Marsh, Langtree)",,1614,8,Lawe
BROWNE,William,mariner,Plymouth,,1609,95,Dorset
BROWNE,William,saylor,Plymstoke,,1613,88,Capell
BRUTON als BRETON,"Elizabeth, widow",,Exeter,,1611,26,Wood
BRUTON,"William, gent",,Exeter,,1608,63,Windebanck
BUCKFORD,Richard,,Exeter,,1610,83,Wingfield
BUCKFORD,"William, gent",,Exeter,,1611,6,Wood
BUCKENHAM,Richard,husbandman,Twitchinge [Twitchen],,1605,54,Hayes
BUCKINGHAM,"Katherine, widow",,Charles [Plymouth],,1607,72,Hudlestone
BUCKINGHAM,Robert,clothier,Crediton,,1610,30,Wingfield
BULLEIN,John,husbandman,Bishop's Nympton als Bishop's Nymett,,1615,45,Rudd
BULLYE,Jeffery,husbandman,Staverton,,1613,29,Capell
BULLYE,Richard,yeoman,"Castellford, Ipplepen",,1606,64,Stafforde
BULWORTHIE,john,husbandman,"Charells[ Charles, Plymouth]",,1618,91,Meade
BURGIS,John,,Northam,,1617,98,Weldon
BURROUGH,"Henry, gent",,Broade Clist,,1606,28,Stafforde
BURROW,Robert,vintner,Ufcolombe [Uffculme],,1607,21,Hudlestone
BURROWE,Symon,yeoman,Halberton,,1609,16,Dorset
BURROWE,"Willmott, widow",,Uffeculme,,1618,40,Meade
,,,,sentence,,fol 43,
BUTSON see BROOKE,,,,,,,
BUTSON,Agnes,,Kentisbeare,,1619,49,Parker
CABELL,"Richard the elder, gent",,Buckfastleigh,,1613,39,Capell
CADBURY,John the younger,,Uffculme,,1609,85,Dorset
CADE,Roger,merchant,Fremington,,1618,106,Meade
CALMADIE,"Josias, esq",,Wenburie [Wembury],,1612,13,Fenner
CAMPE,Martin,sailor,Plymouth,,1609,118,Dorset
CAPE,John,yeoman,Colompton,,1612,94,Fenner
CAREW,"Peter, gent",,"late of Haccombe (PAB Bentley, Sussex)",,1614,106,Lawe
CAREW,William,,Bickeleigh,,1617,59,Weldon
CARY,"Sir George, knight",,Cockington,,1617,47,Weldon
CARY,"Thomas, esq",,"Grayes Inne, Middx (PAB dying there;",,1614,106,Lawe
,,,"Allington, Devon)",,,,
CARYE,"Beatrix, widow",,Heavitre,,1605,20,Hayes
CASTLE,"Mary, widow",,"St George's, Exeter",,1608,5,Windebanck
CAWSEY,John,,"Southacott, Chitlehampton",,1618,95,Meade
CERSWELL,"Johan, widow",,Totnes,,1605,72,Hayes
CHAFFE,"Dorothie, widow",,"(PAB Exeter, Devon)",,1612,81,Fenner
CHAFFE,John,merchant,Exeter,,1619,74,Parker
CHAMOND,"Charles, gent",,Welcombe,,1619,33,Parker
CHAPPELL,"Arthur, gent",,Tavistock,,1617,92,Weldon
CHAPPELL,Henry,,(PAB Tavistock),,1615,74,Rudd
CHAPPELL,John the elder,merchant,alderman of Exeter,,1612,6,Fenner
CHAPPELL,Nicholas,mechant,Exeter,,1605,20,Hayes
CHAPPELL,Robert,yeoman,South Molton,,1610,68,Wingfield
CHAPPELL,Robert,,Northam,,1614,22,Lawe
CHAPPELL,Thomas,,Woolfardsworthie,,1608,87,Windebanck
CHAPPELL,"Thomazine, widow of",,,,1618,29,Meade
,Thomas CHAPPELL,,alderman of Exeter,,,,
CHASE,William the elder,yeoman,Membery,,1607,43,Hudlestone
CHAVE,Edward,,Burlescombe,,1610,29,Wingfield
CHEESE,Nicholas,,Laslye (Lustleigh),,1613,78,Capell
CHECHESTER,Richard,,Mortehooe,,1618,55,Meade
CHILCOTT see COMYNS,,,,,,,
CHOLWELL,Digory,,Abbotsham,,1618,1,Meade
CHOPE,Roger,yeoman,Chivelston,,1616,11,Cope
CHURCHWARD,Andrew,mariner,Stokegabriell,,1610,38,Wingfield
CHURCHWARD,John,yeoman,Paignton,,1614,30,Lawe
CLAMPITT,Roger,,Combintinhed,,1612,69,Fenner
CLARKE see HEARD,,,,,,,
CLARKE,"John, gent",,Sandforde [Crediton],,1614,103,Lawe
CLAYE,Robert,clerk,Stowton (PAB Sowton),,1611,61,Wood
CLEARKE,James,fuller,Washfield,,1617,51,Weldon
COBLYE,Richard,,Sandford (Crediton),,1611,82,Wood
COCKE,Edmind,,(PAB St Marychurch),,1616,42,Cope
COCKE,Robert,yeoman,Bridgrule,,1613,39,Capell
COCKRAM,Thomas,yeoman,Gitsham,,1613,23,Capell
CODNER,John,,Coffinswell,,1606,41,Stafforde
COFFYN,"Richard, esq",,"Portledge, par of Alwington",,1618,11,Meade
,,,,sentence,,fol 57,
COLE,John,yeoman,Woodland,,1612,33,Fenner
COLE,"John, yongeman",,Abbottes Kerswell,,1614,92,Lawe
COLE,"Richard, esq",,"Buckishe, Woolfardisworthie",,1614,69,Lawe
COLE,William,,Payngton,,1613,24,Capell
COLE,William,clothier,Woodland,,1619,102,Parker
COLEMORE,John,yeoman,"Luscot, Braunton",,1606,12,Stafforde
COLLINS,"Robert, gent",,Ottery St Mary,,1610,18,Wingfield
COMYNS als CHILCOTT,"John, singleman",,Okeford,,1616,58,Cope
CONSTABLE,George,,Uffecullcomp (Uffeculme),,1607,72,Hudlestone
COOKE,Thomas,merchant,"St Petrockes, Exeter",,1606,24,Stafforde
COOKE,William,pastor of,Crediton,,1615,54,Rudd
COOLE,Edward,husbandman,Dawlysh,,1616,107,Cope
COPLESTON,"Anthony, esq",,"Wyke, Axminster",,1611,68,Wood
CORYNDON,"Henry, gent",,Bratton Clovelly,with sentence,1619,44,Parker
COSSENS,Christofer,,Axmester [Axminster],,1614,63,Lawe
COTTEY,Gregory,husbandman,Northmoulton,,1612,63,Fenner
COTTON,"George, esq",,the churchyard of the cathedral church of,,1616,40,Cope
,,,"St Peter, Exeter",,,,
COUCH,Jerome,sadler,Honyton,,1615,24,Rudd
COUCH,William,,Beckington (?Fremington),,1609,15,Dorset
COURTNEY,"Dame Elizabeth, widow",,"Ugbrooke, Chudleigh",,1606,101,Stafforde
COURTNEY,"Philip, esq.",,Molland,,1611,20,Wood
,,,,sentence,1613,16,Capell
COVE,Nicholas the elder,yeoman,Bishops Teignton,,1615,10,Rudd
COWLE,Michael,yeoman,St Mary Chyrch,,1618,42,Meade
COXOLL,Thomas,,"Lymington, Hants (PAB Somerset, Dioc of",,1611,57,Wood
,,,Bath & Wells; tenements in Yeovil &,,,,
,,,"Uplyme, Devon)",,,,
CRANGE,Michael,husbandman,Chittlehampton,,1617,102,Weldon
CROCKER,"Simon, bachelor",,Collompton,,1613,32,Capell
CROCKWELL,John the elder,yeoman,Kingscarswell,,1613,116,Capell
CROOKE,John,clothier,Calverley als Calwoodley,,1617,1,Weldon
CROOKER,"John the elder, esq.",,Lineham (?Yealmpton),,1613,52,Capell
CROSSE,Andrew,,Washfield,,1608,96,Windebanck
CROSSE,John,clerk,(PAB Sowton),,1613,25,Capell
CROSSE,"Margaret, widow",,Uffeculme,,1611,62,Wood
CROSSE,Michael,yeoman,Sheldon,,1606,94,Stafforde
CROSSEMAN,"Elizabeth, widow",,Brixton,,1614,39,Lawe
CROWTE,John,sayler,Brixham,,1612,44,Fenner
CROWTE,William,yeoman,Chagford,,1616,94,Cope
CUDMORE,Edward,yeoman,Templeton,,1606,77,Stafforde
DABYNOTT,"Rawlyne, widow",,"Chardstock, Dor.",,1612,26,Fenner
DAKEN,John,,(PAB Plymouth),,1610,68,Wingfield
DALLIE,Thomas,husbandman,"Charestock, Dor.",,1615,117,Rudd
DARE,William,saylor,Seaton,,1613,68,Capell
DAVID als WHELER,Henry,tanner,Luppitte,,1611,44,Wood
DAVY,Geffery,sailor,Kenton,,1606,3,Stafforde
DAVEY,"Margaret, widow",,Exeter,,1615,1,Rudd
DAVYE,John,,alderman of Exeter,,1612,40,Fenner
DAVYE,"John, bachelor",,Honiton,,1616,90,Cope
DAVYE,William,victualler,"Stockland, Dor.",,1606,96,Stafforde
DAVY,Robert,,Kenton,,1612,55,Fenner
DEACON,Edward,,(PAB Plymouth),,1619,16,Parker
DEBELL,William,,St Mary Church,,1609,119,Dorset
DEE,John the elder,,Northmolton,,1614,48,Lawe
DELBRIDGE,Roger,mercer,Barnestable,,1617,16,Weldon
DELVES,"Mark, gent.",,Cheriton Bishoppe,,1615,101,Rudd
DENHAM,Robert the elder,husbandman,Holcombe Rogus,,1613,119,Capell
DENNYS,"Sir Thomas, knight",,Holcombe Burnell,,1613,122,Capell
,,,,sentence,1614,77,Lawe
DEYMONT,William,husbandman,Symbridge,,1615,55,Rudd
DIBBLE,Alexander,,Halberton,,1610,105,Wingfield
DICKER,John,husbandman,Drewe Stainton,,1611,67,Wood
DILLON,Nicholas,,Heanpton Poncherdon,,1618,,
,,,"(PA, Novemeber: Will NOT registered)",,,,
DIX,John,,(PAB Plymouth0,,1605,33,Hayes
DOCTON,"Alice, widow of Thomas",,Hartland,,1619,118,Parker
,"DOCTON, esq",,,,,,
DOCTON,"Thomas, esq",,"Docton, Hartland",,1619,27,Parker
,,,,sentence,,fol 56,
DODDRIDGE,Rychard,merchant,Barnestaple,,1619,50,Parker
DOLBEARE,John the elder,tanner,Aishberton,,1611,17,Wood
DONNING see DUNNYNGE,,,,,,,
DORCHESTER,Richard,merchant,Exeter,,1609,40,Dorset
DORRACOTT,William the elder,,Landkey,,1605,82,Hayes
DOTYN,Richard,merchant,Great Totnes,,1619,32,Parker
DOWDNEY,Henry,husbandman,Ufcolume,,1616,11,Cope
DOWDNEY,Robert,yeoman,"Foxwell, Uffcollum",,1607,44,Hudlestone
DOWNEMAN,William,merchant,Plymouth,,1610,27,Wingfield
DRAKE,"John, gent",,"Waddon, Sowlie (?Southleigh)",,1607,64,Hudlestone
DRAKE,John,,Otterton,,1608,89,Windebanck
DRAKE,"John, gent",,"Orway, Kentesbere [Kentisbeare]",,1614,39,Lawe
DRAKE,"Thomas, esq",,Buckland (Monachorum?),,1610,40,Wingfield
DREWE,"Christian, widow",,Ede [Ide],,1609,64,Dorset
DREWE,John,husbandman,Kenton,,1606,29,Stafforde
DREWE,William,,(PAB Kilmington),,1611,49,Wood
DREWE,William,yeoman,Marledon,,1618,23,Meade
DUCK,"Richard, gent.",,Hevitre,,1605,24,Hayes
DUDENEY,William,,Doddescombe Leighe,,1607,79,Hudlestone
DUKE,"Richard the elder, esq.",,Otterton,,1607,50,Hudlestone
DUMSFORD,"Thomazine, spinster",,Hemiocke,,1614,32,Lawe
DUNNE,Marke,husbandman,Burlescombe,,1616,81,Cope
DUNNYNGE (DONNINGE),Richard,yeoman,South Tawton,,1608,26,Windebanck
DUNSCOMBE,"Thomas, esq",,Kirton [Credito],,1614,53,Lawe
DUNSTER,George,,(PAB Exmouth),,1618,38,Meade
DYER,Peter,,Colrudge,,1612,44,Fenner
EASTMAN,John,merchant,Totnes,,1617,42,Weldon
EASTMONTE,Christopher,husbandman,Nymet Episcopi [ Bishop's Nympton],,1612,16,Fenner
EASTON,Swethine,husbandman,Membury,,1612,54,Fenner
EATTON,Robert,sometime gunner,"of the ""Darling""; Tingmouth",,1618,104,Meade
EDGECOMBE,Peter the elder,merchant,Tavistock,,1608,96,Windebanck
EDWARDS,William the elder,yeoman,Slapton,,1619,17,Parker
ELLACOTT,John,merchant,Exeter,,1610,8,Wingfield
ELLIS,Thomas,mariner,Northam,,1616,19,Cope
ELSTON,Thomas,,Newtowne St Siers [Newton St Cyres],,1609,87,Dorset
ELSWORTHY,Thomasine,bonelacemaker,Honington [Honiton],,1618,102,Meade
ELLWORTHY,Andrew,yeoman,Crediton,,1609,32,Dorset
ESTMOND,"Thomas, gent.",,"Lodge, Chardstocke, Dor.",,1607,64,Hudlestone
EVANS,Nicholas,brewer,"Exiland, St Mary Stepps, Exeter",,1619,67,Parker
EVERY,"Margaret, widow",,Totnes,,1606,60,Stafforde
EYTON,William,yeoman,Sowton,,1606,67,Stafforde
FAIRECHILD,"Emoate, widow",,Loxhoare,,1607,21,Hudlestone
FAIRECHILD,William,husbandman,Bishopes Tawton,,1615,112,Rudd
FARTHING,"Elizabeth, widow",,(PAB Uffcolmbe),,1609,121,Dorset
FELL,John,chirugeon,Totnes,,1609,44,Dorset
FENTEMAN,Roger,mercer,Exeter,,1612,87,Fenner
FOLLETT,John,merchant,Dartmouth,,1619,68,Parker
FORD,"Richard, esq.",,"Fordmore, Plytree",,1617,74,Weldon
FORD,"Thomas, esq.",,Bagnor (Ilsington),,1610,68,Wingfiiled
,,,,sentence,1619,21,Parker
FORDE,"Henry, esq.",,Ilsington,,1617,29,Weldon
FORTESCUE,"John, esq.",,Filleighe,,1605,54,hayes
,,,,sentence,1606,53,Stafforde
FOUNTAIN,"William, esq.",,Ivie-Bridge,,1616,38,Cope
,,,"(afterwards of Westminster, Middx.;",,,,
,,,dying there),,,,
FRANCKE,William,,(PAB Uffculme),,1618,61,Meade
FRAYNE,James,yeoman,Symbridge,,1619,15,Parker
FRENCH,John,,(PAB Tiverton),,1619,92,Parker
FRENCH,Robert,,Kingesweare,,1608,46,Windebanck
FRIENDE,John,,"Wodde, Kentisbeare",,1616,43,Cope
FRIND,Andrew,mariner,Plymouth,,1613,85,Capell
FRYE,"Agnes, widow",,Membury,,1610,81,Wingfield
FRYE /FRIE,"Edward, gent.",,Membury,,1607,50,Hudlestone
FRYE,John,,Sherewell,with sentence,1611,49,Wood
FRYE,"William, esq.",,Yeartie (Membury),,1608,21,Windebanck
FUGARS,Anthony,merchant,"aboard ship ""Charles""; Plymouth",,1618,127,Meade
,,,(PAB over the seas),,,,
FULFORDE,"Thomas, esq.",,Fulforde (nr Crediton),,1610,109,Wingfield
FURLAND,Thomas,,"Dackcome, Coffinswell",,1617,24,Weldon
GALE,"George, esq.",,Crediton,,1606,90,Stafforde
GALE,"Oliver, gent.",,(PAB KIrton) [Crediton],,1606,42,Stafforde
GALLOP,William,mariner,St Marie Church,,1608,57,Windebanck
GATCHWELL,Henry,quarter gunner,"in the ship ""Hope"";",,1618,108,Meade
,,,(PAB KIngsweare; & over the seas),,,,
GAWDON,"Agnes, widow",,Totnes,,1613,32,Capell
GAYE,William,merchant,Barstaple [Barnstaple],,1614,3,Lawe
GEARE,"Andrew, gent.",,Heavitree,,1608,34,Windebanck
GEATON,"Alice, widow",,Chittlehampton,,1611,10,Wood
GEEFE,George,,(PAB Plymouth; over the seas),,1614,69,Lawe
GENNINGE,Augustine,,Churchstow,,1613,52,Capell
GEWEN,"Thomas, gent",,Werington,,1606,83,Stafforde
GIBBENS,William,,Holcomb Rogus,,1619,16,Parker
GILES see GYLES,,,,,,,
GILBERT,"Sir John, knight",,(PAB Luscombe (Harberton)),,1608,98,Windebanck
GILL,Robert,,Barstabell (PAB Barnstaple),,1619,50,Parker
GILL,William,,"Dallwoode (Stockland), Dor.",,1615,101,Rudd
GILLARD,Thomas,husbandman,"Goodrington, Paignton",,1606,71,Stafforde
GIRD,Thomas,clothier,Colompton,with sentence,1608,109,Windebanck
GLANDVILE,Simond,,(PAB Saltash),,1606,60,Stafforde
GLASSE,Humfrye,,Bampton,,1611,44,Wood
GODDARD,"Thomas, gent.",,Bradninch,,1615,55,Rudd
GOULDE,Edward,clothier,Staverton,,1608,43,Windebanck
GOULDE,John,,Staverton,,1606,19,Stafforde
GOULDE,John the elder,tanner,"Westwater, Axminster",,1608,36,Windebanck
GOULDE,William,yeoman,"Sidforde, Sidbury",,1606,89,Stafforde
GOULDE,William,merchant,Woodland,,1618,72,Meade
GOLDSTON,John,merchant,Plymouth,,1616,81,Cope
GOLLSWORTHIE,Robert,sailor,St Maryechurche,,1605,12,Hayes
GONNE,Thomas the elder,,Southmolton,,1612,16,Fenner
GOODREDGE,Alexander,yeoman,Uffculme,,1613,46,Capell
GORRYLL,Robert,,(PAB Abbotsham),,1618,72,Meade
GOTOBED,Thomas,,Combintinhead,,1605,86,Hayes
GOULE als TANNER,John,yeoman,Axmister,,1619,75,Parker
GOVER,"Dorothie, widow",,(PAB Tiverton),,1614,19,Lawe
GOVER,Symon,yeoman,"Sandford, Crediton",,1616,18,Cope
GRANT,Abraham,fuller,Uffcolme,,1612,37,Fenner
GRAYE,"Ellinor, singlewoman",,Seaton,,1605,11,Hayes
