NAME,FORENAME,OCCPN/STATUS,PLACE,TYPE/NOTE,YEAR,FOLIO
,,,"(St Mary Magdalen, Bermondsey, Surrey,",,,
,,,"H.M.S. ""Diamond"" at Barbadoes)",,1692,149
COUCH,"Thomas, senr.",mercer,Plymouth,,1691,111
CRISPIN,Thomas,fuller,"St Paul, city of Exeter",,1689,135
,,,,(P.A.B. 1691 fo 23),,
CROSSE,Agnus (Agnes),,Templeton,,1686,39
CROSSE,Edward,Esq,Exeter,,1692,199
CRUSE,Richard,mar,Pricksum [Brixham],,1692,102
,,,"ship ""Elizabeth""",,,
CUDMORE,Humfrey,,Templeton,,1691,154
,,,,will registered 46 Fines (1647),,
CULME,"Susanna,",spr,Buckerell,,1689,152
DARRACOTT,"George, senr",,Bideford,,1693,181
DAVIS,Raymond,yeo,Tinginge,,1692,26
,,,"(H.M.S. ""Princess Ann"")",,,
,,,[?Teignmouth or ?Teigngrace],,,
DAVY,"George, senr.",merchant,Tiverton,,1692,29
DAVY,"Sir John,",Bt,Creedy (Devon),,1693,94
,,,[Sandford],,,
DAWBENY,"James,",gent.,"Chardstocke, Dorset",,1687,60
DAY,Christopher,seaman,Exmouth,,1689,61
,,,"(H.M.S. ""Elizabeth"" at sea)",,,
DEINCH,Robert,,(dwelling house in Dartmouth),,1687,125
,,,d. overseas,,,
DIBBELL,John,mar,Plymouth,,1687,20
,,,"(in ship ""Eagle""; at sea or overseas)",,,
DOBLE,John,Esq.,Calnleigh [Calverleigh],,1691,79
DODSON,"Elizabeth,",wid,East Stonehouse,,1686,41
DOMETT,John,yeo,"Hawke church, Dorset",,1689,18
DOWNE,Richard,,Barum,Sentence,1693,173
,,,,will registered 7 Box (1694),,
,,,[Barnstaple],,,
DOWST,"Richard,","bach, mar",Ash Prenton,,1690,40
,,,(at sea),,,
,,,[Ashprington],,,
DRAPER,Paul,merchant,"St George, Exeter",,1690,20
DYER,William,mar,Topsham,,1688,91
,,,"(ship ""Foresight"")",,,
EATON,"John, senr.",gent,Thorncombe,,1689,4
EDGCUMBE,"Richard,",K.B.,Mt Edgecumbe,,1689,30
,,,nr Plymouth - in par. of Maker,,,
EDMONDS,George,,city of Exeter,,1687,94
,,,,will registered 3 Bruce (1684),,
EDMONDS,Thomas,ironmonger,city of Exeter,,1688,130
,,,,Sentence,1688,172
ELIOT,"Nathaniel,","bach, sailor",Brixham,,1691,189
,,,"(H.M.S. ""Hope""; at sea)",,,
ENDABROOK Roger,,clothier,Exeter,,1687,5
,,,,Sentence,1689,186
EVANS,Christopher,,"H.M.S. ""Tyger"" prize",,1691,137
,,,at Plymouth,,,
EVANS,Silvanus,merchant,Dartmouth,,1693,123
FARRANT,"Robert,",gent,Seaton,,1691,52
FERRIS,Mathew,sergemaker,city of Exeter,,1693,64
FITZWILLIAMS,"Henry,",gent,city of Exeter,,1690,5
FLAVELL,John,minister of the gospel,Dartmouth,,1691,162
FLOYD,Robert,waterman,"St Olave, Southwark, Surrey",,1689,139
,,,"(H.M.S. ""Pendennis"";at Torbay)",,,
FORBES,"Mary,",wid.,Pudderidge,,1688,92
,,,[?Puddlebridge],,,
FORD,"Edward,",gent,Honiton,,1686,46
FORD,Thomas,,Honyton,,1686,103
,,,,will registerd 134 Bruce (1664),,
FORD,"William,",bach,Bear Seaton,,1690,202
,,,"(H.M.S. ""Pearl"")",(vacat: 2 entries),,
,,,[Seaton & Beer],,,
FORTESCUE,"Dame Margery,",wid,Fallepitt,,1687,62
,,,[East Allington],,,
FORTESCUE,"Sir Peter,",Bt,"Wood, Woodleigh",,1686,45
,,,,Sentence,1686,175
FORTESCUE,"Robert,",armiger,Felleigh,,1688,25
,,,,will registered 112 Bence (1676),,
,,,[Filleigh],,,
FOWELL,"Sir John,",Bt,Fowellscombe,,1693,6
,,,[Ugborough],,,
FOWLART,Robert,carpenter,Culmstock,,1690,42
FOX,Nathan,,"ship ""Bourdeaux Merchant""",,1693,155
,,,"(Bridgetowne, Barbadoes; d. Plimuth)",,,
FOXWELL,Edward,mercer,city of Exeter,,1693,208
FOXWILL,John,fuller,city of Exeter,,1689,4
FRENCH,"Mary,",wid.,Plymouth,,1687,77
FRENCH,Walter,baker,Plymouth,,1692,166
FRIENDSHIP,John,mar,Plymouth,,1691,5
,,,"(St Paul, Shadwell, Mdx,",,,
,,,"H.M.S. ""Elizabeth"")",,,
FROST,John,merchant,Bideford,,1688,14
FULLWOOD,"Francis,",D.D.,Totnes,,1693,208
FURSEY,Esmond,husb.,Yarcombe,,1691,98
FUZ,Ephraim,mar,Plymouth,,1692,222
,,,"ship ""Antelope""",,,
GANDY,Simon,grocer,Ide,,1689,63
GARRARD,"John,",bachmar,Plymouth,,1691,24
,,,"(H.M.S. ""Antelope"")",,,
GARRARD,Samuel,,Totnes,,1686,188
,,,,will registered 160 King (1679),,
GAYER,"John,",armiger,Plymouth,,1693,41
,,,,Sentence,1693,171
,,,"(d. St Paul, Covent Garden, Mdx)",,,
GEARING,Abraham,merchant,Bideford,,1693,184
GEFFERY,"William,",bach mar,Stonehouse,,1688,106
,,,"(Stephney, Mdx;",,,
,,,"d.at sea in ship ""Success"")",,,
GELSON,William,bachmar,Co. Devon,,1692,28
,,,"(d. in H.M.S. ""Bristol"" nr Guadaloup, W.Indies)",,,
GIFFORD,Thomas,yeo,Morebath,,1693,124
GILL,Christopher,vintner,city of Exeter,,1693,139
GILLARD,John,mar,Plymouth,,1692,107
,,,"(H.M.S. ""Elizabeth"")",,,
GLY als BLYTH,William,mar,Newton Buchell,,1690,203
,,,"(H.M.S. ""Half Moon"";",,,
,,,"(d. St Thomas' Hospital, Southwark, Surrey)",,,
GOLDSWORTHY,Samuel,mercer,Honiton,,1686,31
,,,"(Southampton, Hants)",,,
GOODWIN,"John,",bach,Plymouth,,1691,53
,,,"(Leghorne, overseas; d. Lond.)",,,
GOOLD,Henry,yeo,"Stockland, Dorset",,1693,26
GOSLING,"Joanna,",spr,Bampton,,1691,6
GOULD,Thomas,mercer,city of Exeter,,1693,26
GRAVETT,William,merchant,"St Sidwell, city of Exeter",,1687,6
GREENING,Richard,mar,Bideford,,1686,106
,,,(d. at sea),,,
GREENWAY,George,clothier,city of Exeter,,1691,115
GREGG,John,mar,"St Mary, Whitechapel, Mdx",,1692,28
,,,"(H.M.S. ""Elizabeth""; H.M.S. ""Catherine""; d.Plymouth, Devon)",,,
GREGOR,"Anstis,",wid.,Plymouth,,1687,48
GRINFIELD,Richard,shipwright,Plymouth,,1691,163
,,,"(H.M.S. ""Tiger"" prize)",,,
GUITHA,"Thomas,","bach, mar",Marwood,,1692,28
,,,"(H.M.S. ""Advice""; at sea)",,,
HAGLEY,Nicholas,husb.,Templeton,,1686,76
HALLETT,Joseph,minister,Exeter,,1692,29
HALLETT,William,innholder,Thorncombe,,1690,7
HAMBLINE,James,gunsmith,Bastable [Barnstaple],,1691,163
,,,"(H.M.S. ""Royal Sovereign"")",,,
HAMMACK,Henry,mar,Armington,,1693,140
,,,"(ship ""Maryland Merchant"")",,,
,,,[Ermington],,,
HARRIS,Richard,,Plimouth,,1690,139
,,,"(ship ""Resolution; d. overseas)",,,
HARRIS,Samuel,mar,Beddenford,,1691,100
,,,"(H.M.S. ""Dutchess"" at Southampton)",,,
,,,[Bideford],,,
HARWOOD,"John,",gent.,Plymtree,,1687,151
HAWKINS,"Katherine,",wid.,Plymouth,,1690,72
HEAD,Andrew,mar,Plimstock in Oarson,,1691,212
,,,"(in ship ""Expedition"")",,,
,,,"[village of Oreston, Plymstock]",,,
HEATH,"Thomas, junr.,",fuller,St Leonard,,1688,80
,,,"[St Leonard, Exeter]",,,
HELE,"Francis,",gent.,West Prawle,,1688,107
,,,[?Chivelstone or ?East Portlemouth],,,
HERLEWYN John,,innholder,"St Sidwell, city of Exeter",,1687,78
HEWETT,"William,",gent.,Tiverton,,1690,91
HIERON,Joan,,Honyton,,1686,3
,,,,will registered 151 Cann (1685),,
HIERON,Samuel,clerk,Honyton (two acts),,1686,4
HIGMAN,Mathew,mar & cooper,Plymouth,,1691,99
HILL,Edward,yeo,West Anstey,,1691,140
HILLARY,Thomas,,"Linderford, Thorncombe",,1689,99
HODGE,Nicholas,,Exeter,,1692,39
,,,"(H.M.S. ""George"")",,,
HOLDSWORTHY,Arthur,merchant,Dartmouth,,1690,107
HOLLETT,John,mar,Topsham,,1692,108
HOOD,"Timothy,","bach, waterman","Racliffe, Stephney, Mdx",,1689,178
,,,(d. Plymouth in H.M. service),,,
HOOPER,Thomas,yeo,Gittesham,,1690,106
,,,"now St Mary, Whitechapel, Mdx",,,
,,,"(St Giles, Cripplegate, Lond.)",,,
HORNE see MARKES,,,,,,
HORSHAM,John,merchant,Plymouth,,1689,98
HUNGERFORD,Anthony,esq.,"Cannonleigh, Burlescombe",,1689,43
,,,"(St Martin-in-the-Fields, Mdx;",,,
,,,d. in Ireland),,,
ILBERT,"Peter, senr.,",gent.,Buckfastleigh,,1692,130
ISAACK,Christopher,,"Manson, Sidbury",,1686,114
,,,,will registered 161 Coke (1669),,
ISAACK,Nicholas,merchant,city of Exeter,,1686,59
,,,,(P.A.B. 1687 fo 102),,
ISAACK,"Nicholas, senr.,",merchant,city of Exeter,,1686,144
,,,,will registered 167 Bath (1680),,
JAGO,"Jane,",wid.,Dartmouth,,1692,10
JAGO,Walter,merchant,Dartmouth,,1689,99
JEFFERY,Thomas,merchant,Barnstaple,,1687,64
JENNENS,William,merchant,Plymouth,,1688,62
,,,,Sentence,1692,240
JOCE,"John, senr.",yeo,Swymbridge,,1687,23
KELLAND,"Walter,",gent.,Stoake Cannon,,1686,150
,,,,will registered 76 Eure (1672),,
,,,,(P.A.B. 1686 fo 3),,
KELLOND,John,esq,Painsford,,1692,206
,,,[Ashprington],,,
KINGSTON,John,beer brewer,Plymouth,,1690,45
KIRKA(L)DIE,"James,",bach,"H.M.S. ""James"" galley",,,
,,,,Sentence,1686,177
,,,"d. Plymouth, Devon",,,
,,,,(nuncup; nullity of will; confirmation Admin),,
KNOWLING,"Anstis,",wid.,Dartmouth,,1692,206
KNOYLE,"William,",gent,Dartmouth,,1690,73
LACKWORTHY,"Richard,",gent.,Ashwater,,1687,50
LAKE,"John,","bach, mar",Framington,,1686,98
,,,(d. overseas),,,
,,,[Fremington],,,
LAMBERTON,"Nicholas, senr.,",husb,Uplyme,,1686,78
LAND,Richard,,Cadeleigh,,1690,8
LANDER,George,seaman,Exmouth,,1689,142
,,,"(H.M.S. ""Elizabeth"")",,,
LANE,John,yeo,South Milton,,1686,52
,,,[South Molton],Sentence,1686,175
,,,"(d. St Thomas Apostle, Lond.)",,,
LANG,"Robert,",bach. merchant (consul),city of Marseilles,,1688,43
,,,"Woodwith, Brixham, Exon [Exeter]",,,
,,,,(P.A.B. 1689 fo 112),,
,,,(French with two translations),,,
LANYON,"Constance,",wid.,Plymouth,,1691,169
LANYON,Philip,,Plymouth,,1688,137
LATEY,"Thomas,",gent.,Southmolton,,1687,25
,,,"(St Martin-in-the-Fields, Mdx.",,,
,,,"d. St Thomas' Hospital, Southwark, Surrey)",,,
LAVINGTON,John,fuller,St Leonard,,1690,110
,,,"[Par. of St Leonard, Exeter]",,,
LAWLER,Stephen,merchant,Plymouth,,1685,98
LEIGH,"John,",gent.,city of Exeter,,1686,98
,,,"(city of New Sarum, Wilts; P.A.B. 1693 fo 8)",,,
,,,"[Salisbury, Wilts.]",,,
LEYMAN,"John,",yeo,Cleyhidon,,1687,64
,,,[Clayhydon],,,
LIVERMORE,Thomas,mar,East Budley,,1692,11
,,,(East Badby; d. at sea serving),,,
,,,[East Budleigh],,,
LOVERING,John,merchant,Weare Gifford,,1686,108
LUMBARD,Thoma,yeo,Combepyne,,1692,226
MADOCK,"Thomas,",gent.,"Charford, [Chasford] S.Brent",,,
,,,,,1689,161
MAINARD,Samuel,mar,Milton Abbott,,1689,127
,,,"ship ""Naples Hania""; ship ""Edgar"" at sea",,,
,,,"(St Olave, Southwark, Surrey)",,,
MALLACKE,Richard,Axminster,,,1690,188
MANFIELD,Henry,yeo,Axminster,,1692,113
MARKES als HORNE,Thomas,yeo,"Burridge, Chardstock, Dor.",,1686,21
MAPOWDER,"Francis,",gent.,city of Exeter,,1687,154
MARTIN,John,mar,Linn,,1692,170
,,,"(ship ""Scarborough"" ketch)",,,
MARTIN,John,,Plymouth,,1689,46
MARTIN,William,esq.,Plymouth,,1690,46
,,,,(further probate Sept 1696,,
,,,,P.A.B. 1690 fo 43),,
MARTINGALE,Samuel,mar,Bastable,,1690,26
,,,"(H.M.S. ""Exeter"")",,,
,,,[Barnstaple],,,
MARWOOD,"Daniel,",gent.,Coliton,,1693,44
,,,[Colyton],Sentence,1694,[no fo #]
MATHEW,John,mar,"East Stonehouse, Plymouth",,1692,227
MATHEW,William,,Stonehouse,,1687,96
,,,[East Stonehouse],,,
MAUNDER,"John, senr.",,Studley,,1688,97
,,,[Stoodleigh],,,
MAY,Thomas,,Halberton,,1688,156
,,,,will registered 132 North (1681),,
MAYOW,"Joseph,",gent.,"St Sidwell, city of Exeter",,1690,111
,,,"(Michael Stow, Corn.)",,,
MELPLEY,William,mar,"St Mary Magdalen,",,1687,39
,,,"Bermondsey, Surrey",,,
,,,"(in ship ""Morlaix"", merchant,",,,
,,,"or at Dartmouth, Devon)",,,
MERVIN,"Ursula,",wid.,Heaton Punchardin,,1688,36
MILLS,Robert,yeo,Uffculme (Ufcolumb),,1693,67
MITCHELL,Henry,mar,Dartmouth,,1692,188
,,,"(H.M.S. ""Brittania"")",,,
MONDAY,"Mathew, senr.",clothier,Plymtree,,1690,25
MOORCOCKE,Nathaniel,mar,Plymouth,,1692,12
,,,"(H.M.S. ""Advice"")",,,
MORICE,"Sir William,",Bt,Werington,,1690,46
MORTIMORE,George,,city of Exeter,,1688,36
MORTIMER,Hugh,hotpresser,Tiverton,,1688,64
MOULD,George,mar,Devon,,1693,143
,,,(at sea or overseas),,,
MUDD,Ambrose,merchant,Kingswear,,1690,206
MUNK,"Mary,",wid.,Thorncombe,,1687,39
MUSGRAVE,John,merchant,Barnstaple,,1691,215
NEWBERRY,John,yeo,"Chardstock, Dorset",,1691,194
,,,,(P.A.B. 1693 fo 54),,
NEWBERRY,Robert,yeo,Yarcombe,,1687,117
NEWTE,"Richard,",gent.,"Duvall, Bampton",,1691,84
,,,,(double probate),,
NORCOTT,"Nathaniel,","bach, mar",Bediford,,1686,99
,,,"(d. in ship ""Williamton"" at sea)",,,
,,,[Bideford],,,
NORTHCOTT,"Sir Arthur,",Bt,Hayne [Newton St Cyres],,1689,101
OSBORNE,"John, senr.",yeo,Christow,,1686,136
PALMER,Richard,miller,"Milheys, Stockland, Dorset",,1688,99
PARKER,Edmund,esq.,North Molton,,1691,183
,,,,"(Burrington, Devon; P.A.B. 1693 Fo 186)",,
PARKER,John,mar,Hinton,,1692,132
,,,"(H.M.S.""Tiger""; ship ""Brittania"";",,,
,,,"in St Thomas' Hospital, Southwark, Surrey)",,,
,,,[?Heaton Punchardon],,,
PARKINS,John,mar,Maker,,1688,110
PARSONS,Edmund,,Holcombe Regis,,,
,,,,(Contra) Sentence,689,187
PARTRIDGE,Amos,yeo,Challacombe Rawleigh,,1688,66
PATE,Robert,,"Middle Temple, Lond.",,1689,23
,,,"(St Thomas the Apostle, Exeter)",,,
PEARSE,"John,","bach, mar","Plymouth, Dev",,1690,9
,,,"(ship ""Nathaniel""; E. Indies)",,,
PEARSE,Joseph,grocer,city of Exeter,,1691,86
,,,,(P.A.B. 1692 for 87),,
PEARSE,Richard,,"Chardstock, Dorset",,1693,194
PELLY,Josiah,mar,"H.M.S. ""Concord""",,1693,144
,,,(d. Dartmouth),,,
PETTER(S)ON,Thomas,mar,Plymouth,,1691,85
,,,"(H.M.S. ""Kingfisher"")",,,
PIKES,Walter,,"Twickenham, Mdx",,1690,113
,,,"(d. at sea, at Torbay)",,,
PIM,William,spanish leather dresser,,,,
,,,"St Saviour, Southwark",,1691,173
,,,"(H.M.S. ""Royal Oak"" (at Plymouth))",,,
PINCE,Joseph,clothier,Ex Ireland [?Island],,1692,72
,,,"(St Edmund upon the Bridge, Exeter)",,,
PINE,Edward,esq,East Downe,,1692,116
PINE,James,merchant,city of Exeter,,1688,66
PINNEY,"Francis, senr.,",dyer,Axminster,,1693,85
PINSENT,Ellis,mercer,city of Exeter,,1691,147
PLYME,Peter,seaman,Tiverton,,1693,163
,,,"(H.M.S. ""Diamond""; d. overseas)",,,
POLLARD,Ann,,"Northpool, Southpool",,1687,142
,,,,will registered 144 North (1681),,
POLLARD,"Christopher, senr.,",gent.,"Caplin Bay, Newfoundland",,,
,,,"now at Bideford,Devon",,1693,13
POLWHELE,"Theophilus,",gent.,Tiverton,,1689,85
POOLE,Peter,husb.,Churchstanton,,1692,228
POWNING,Peter,,Plymouth,,1692,22
,,,"now of Cadiz, Spain",,,
PRATT,William,yeo,"Kerswell, Broadhembury",,1686,152
PRICE,William,rector of,Sampford Courtenay,,1687,82
PRIDHAM,Edward,clerk,Morchard Bishop,,1688,66
PRINCE,"John, senr.,",gent.,"Nower, Kilmington",,1689,35
PRING,"Alice,",wid.,Honiton,,1693,85
PRING,John,yeo,Honiton,,1687,27
PRINN,John,merchant,Wenbury,,1687,97
PRUST,Charles,merchant,"Barbadoes, at Plymouth",,1687,82
PUTT,Sir Thomas,Bt,"Combe, Gittesham",,1687,28
QUICK,Henry,,Hevitree,,1689,103
RAILLARD,James,merchant,Exeter,,1692,230
RAPSIN,John,yeo,Thorncombe,,1691,149
READ,William,mar,Plymouth,,1690,190
,,,"(H.M.S. ""Phonix"")",,,
REED,Aaron,,Collyton,,1692,93
REED,"John,","bach, mar",Plymouth,,1686,132
,,,(d. Jamaica),,,
RICHARDS,"Mary,",wid.,Honiton,,1692,133
RICHARDS,Timothy,blacksmith,Bampton,,1691,104
RICHARDS,William,husb,Bampton,,1687,155
,,,,Sentence,1687,171
RODD,"Joseph,",gent.,Ensign in Duke of Bolton's Regt of Foot,,,
,,,"(Stoake Cannon, Dvn; Blackfriars, Lond.",,,
,,,"d. Northaliton, Yorks)",,1693,145
ROE,Richard,,Rivelisock,,1691,176
,,,"(H.M.S. ""Tiger"" prize at Carlile Bay, Barbadoes - at sea)",,,
,,,[Revelstoke],,,
ROUSE,"Robert,",gent.,Farrington,,1692,54
ROUSE,Thomas,mar,(d. Plymouth),,1690,164
,,,"(St Paul, Shadwell, Mdx)",,,
ROWE,William,yeo,Dunkeswell,,1686,154
ROWE,William,merchant,Plymouth,,1691,130
,,,,Sentence,1691,229
SALISBURY,"Richard,",gent.,Barnestaple,,1686,133
SALSBURY,"Thomas,",gent.,Allwington,,1691,199
SAMFORD als COSTIN,Thomas,clothier,Tiverton,,1687,69
SAUNDERS,John,carrier,Plymouth,,1692,119
SANDERS,John,yeo,Kentisbeare (Countisbury),,1692,56
SANDFORD als COSTIN,"Alice,",wid.,Tiverton,,1688,100
SEGVINE,"Peter,",bach,Bastable,,1690,159
,,,"(H.M.S. ""Ross"")",,,
,,,[Barnstaple],,,
SHEARES,Ralph,haberdasher,Exeter,,1689,129
,,,"(St Mary Whitechapel, Mdx)",,,
SHEARES,Richard,clothier,"St David, city of Exeter",,1691,31
SHEPHEARD,Sampson,,Cornwood,,1686,176
,,,,Sentence for nullity,,
SKIBBOW,William,fuller,St Thomas the Apostle,,1690,49
,,,"[St Thomas the Apostle, Exeter]",,,
SLADE,Peter,mar,"Yalmeton (Yalpton),",,1693,87
,,,nr Plymouth,,,
,,,"(d. in ship ""Albermarle""; at sea)",,,
,,,[Yealmpton],,,
SLANNING,"Sir Nicholas,",Kt & Bt,"Mariston, Tamerton Folliott",,1692,144
,,,,Sentence,1692,240
