NAME,FORENAME,OCCPN/STATUS,PLACE,TYPE,YEAR,FOLIO,REGISTER
see BYKKUMB,,,,,,,
BICKUMB,Roger,,Cleyhidon,,1494,12,Vox
BIDWELL,,,,,,,
see BYDWELL,,,,,,,
BIRDE,,,,,,,
see BYRDE,,,,,,,
BIRWOOD,Roger,,Alvingdon Alfington,,1558,F.2,Welles
BLACKALL,Roger,,Exeter; Lytle Hempston,,1541,28,Alenger
BLACKOLOR,John,the elder,Tottnes,,1550,17,Coode
[BLACKALLER],,,,,,,
BLENKYNSOP,Mr Gawen,D.D.,"Lymster Lympstone; Pembroke College,",,1489,32,Milles
,,,Cambridge,,,,
BOKELAND,Richard,squyer,"St Mary Ottery; St Paul, All Hallowen,",,1436,21,Luffenam
,,,"the More London; Ochecot, Northampton",,,,
BODLEY,John,,"St Stevyn, Exeter",,1527,24,Porch
BODELERCH,Richard,,Tyverton,,1493,10,Vox
[BODELEGH],,,,,,,
BOGAN see BOUGGAN,,,,,,,
BOND,Thomas,,"St Pancrasse, Exeter;",,1503,24,Blamyr
,,,"Galisia, Spain",,,,
BONDE,John,,Crediton,,1550,F.19,Coode
BONFESSOR,Andrewe,,Kingesbridge,,1551,F.21,Bucke
BONVILLE,lady Cecill,Marquess Harrington,Devon; Cornwall; Sussex;,,1530,22,Jankyn
,,Bonvill; wife of,"Ashley, Warwick",,,,
,,Marquess Dorset; &,,,,,
,,after erle of Wilshere,,,,,
BONVYLE,John,esquire,Shute,,1495,21,Vox
BONVYLE,Kateryn,,"Devon; Somerset; Boxgrove,Sussex",,1498,20,Horne
BOUGGAN,John,,Totnes,,1551,27,Bucke
BOURCHIER,Sir John,"knt, Lord Fitzwarren","Baunton, Devon; Somerset",,1541,30,Alenger
,,(and Bath),Bampton,,,,
BOURGHIER,Fulk,Lord Fitzwareyn,"Baunton, Devon; Pts",,1480,1,Logge
BOURGHIER,Katherine,Lady Fitzwarynn,West Worlington,,1467,32,Godyn
formerly STUCLE,,,,,,,
BOWDICHE,John,gent,"Membury; Chardestocke, Dorset",,1558,F.4,Welles
BOWREMAN,Andrewe,,Combary (Parish of Hemyock),,1548,F.15,Populwell
BOWREMAN,James,,Hemyock; Somerset,,1547,33,Alen
BOWRING,Robert,gent,Alvington Alfington,,1514,33,Feltiplace
BRAGE,John,,Thornecombe,,1552,F.1,Tashe
BRAGE,Rychard,,Thornecombe,,1530,17,Jankyn
BRAGE,Thomas,,Thornecombe,,1558,78,Noodes
,,,,,,,
BRANTYNGHAM,Thomas,,"bishop of Exeter; Brantyngham, Yorks",,1394,4,Rous
BRERETON De,Hamond,cl(er)k,Merewood (Marwood),,1403,5,Marche
,,,"Austin Friars, St Botulph,",,,,
,,,"Bishopsgate, London",,,,
BRERWOOD,Thomas,clerk,archdeacon of Exeter; Barnstaple,,1544,F.23,Pynnyng
BRIGEMAN,John,,"St Mary Mychell, Exeter",,1523,17,Bodfelde
,,,St Mary Major,,,,
BROKE,Thomas,,"Thornecombe; Chard, Somerset",,1417,40,Marche
BROME,Nicholas,,Upawtery Upottery,,1552,F.24,Powell
BROOK,Sir Thomas,"knt, Lord of Cobham",Thorncombe; Kent,,?1440,28,Luffenham
BROUGHTON,John,,Devon; Bucks; Bedford; Leicester;,,1489,18,Milles
,,,Oxford; Norfolk; Suffulk; Cornwall,,,,
BROWNE,John,,Litilham Littleham,,1523,10,Bodfelde
BROWNE,John,,"Cradock, par of Uffculme",,1535,F.31,Hoger
BROWNE,Robert,,Clayhidon,,1511,1,Fetiplace
BROWNE als SHERMAN,Robert,,"St Peter, Exeter",,1513,14,Fetiplace
BROWNE,Thomas,,Mortho Morthoe,,1507,22,Adeane
BRUSERD,Andrew,,Bryxham,,1521,17,Maynwaryng
BRYAN see CROCKER,,,,,,,
BRYGON,John,,"Cowykstrete, Exeter; Welynton, Somerset",,1434,22,Luffenham
,,,"Cowick, par. St Thomas Apostle, Exeter",,,,
BRYTNALL,John,,"St Petrock, Exeter",,1551,5,Powell
BUCKLAND see BOKELAND,,,,,,,
BULLER (?),Richard,esq,Devon; Cornwall; died in London,,1556,F.6,Ketchyn
BULLOK,William,,Plympton [St Mary],,1513,24,Fetiplace
BULWYKE,Philip,,St Petrock [?Exeter],,1501,19,Moone
BURGOYNE,George,,"Seale, par South Tawton",,1558,63,Noodes
BUTLER,Sir Thomas,"knt, Erle of Ormonde","Devon; St Thomas of Acon, London;",,1515,8,Holder
[ORMOND in will],,,Essex,,,,
BUTSIDE,Thomas,gent,"Plymouth; St Vedast & Grey Friars,London",,1497,13,Horne
BUTTELER,John,,"Holy Trinity, Exeter",,1509,19,Bennett
BYDWELL,Joane,,Shoggbroke Shobrooke,,1537,9,Dyngeley
BYKKUMB,Dionis,,Cleyhidon,,1494,12,Vox
BYRDE,John,,Colyton,,1558,F.23,Noodes
CADE,Harrye,,Barnstaple,,1554,20,More
CALARDE,Rycharde,esq,"Tavestocke; Islyngton, Middx;",,1544,F.14,Pynnyng
,,,"St Vedaste, London",,,,
CALWOODLEY,Humfrey,esq,"Devon; White Friars, London; Somerset",,1521,16,Maynwaring
CANTELOPE,Richard,"Lord Zouche,",South Molton;,,1552,F.33,Powell
,,Seymour &,on filed will is act of probate in,August 8th,1552,,
,,,Consist. Court of Bath & Wells @,,,,
CAREW,Sir William,knt,"Devon; Bury Seynt Edmund, Suffolk",,1501,11,Moone
CARPENTER,Joan,,Colyton,,1519,17,Ayloffe
CARPYNTER,Ralph,,Coliton,,1514,4,Holder
CARSLEIGH,Peter,clerk,canon of Exeter,,1535,F.31,Hogen
CARSWELL,Symon,,Plymouth,,1508,6,Bennett
CASWELL,Thomas,,Gt Totton Totnes,,1507,26,Adeane
CATERALL,Sir Lawrence,cl(er)k,"Talayton, Devon; Pawles, London;",,1519,16,Ayloffe
,,,"Garthstanq, Lancs",,,,
CHALCUM,Thomas,gent,"Devon; St Mighell in the querne,",,1533,5,Hogen
,,,London,,,,
CHALMORE (?),John,,"St Pancras, Exeter",,1514,F.5,Holder
CHAMBER,John,clerke,"Devon; Somerset; Mersham, Kent;",,1549,F.36,Populwell
,,,"St Stephen, Westminster",,,,
CHAMPERNOUN,John,esquire,Beer Ferris,,1475,23,Wattys
CHAMPERNOUN,Sir Philip,knt,Modburie,,1545,F.3,Alen
CHAMPERNOUN,William,esquire,Modbury,,1464,7,Godyn
CHAPMAN,William,,"Toryngton Torrington; Haringey, Middx;",,1446,30,Luffenham
,,,"St Dunstan le west, London",,,,
CHARD,Thomas,bysshope,"of Solubrie, St Gorran, Cornwall; Taunton, Som.",,1544,71,Pynnyng
,,"St Mary Oterey, etc",,,,,
CHASE,John,,Axmyster Axminster,,1558,F.23,Noodes
CHAUNRTELL,Nicholas,clk,Axmestre Axminster,,1534,F.18,Hogen
,,,"Hawkechurche etc., Dorset",,,,
CHAUNTRELL,John,,"Baunton Arundel, Devon; London Bampton",de bonis non grant,1547,F.46,Alen
CHOLMS,Thomas,,Columpton,,1557,25,Wrastley
CHUSELDEN,John,esquire,Holcombe Regis,,1420,48,Marche
CLARKE,Richarde,,Musberye,,1552,F.24,Powell
CLARKE,William,,"Dartmor; Salteashe, Cornwall",,1507,32,Adeane
,,,,Another grant,,36,Adeane
CLEGGE,John,,"Membury (St Laurence), Dioces of Bristol",,1558,F.16,Noodes
COCKES,William,,"Axmyster; St Paul, Cornwall",,1523,5,Bodfelde
COCKISHEDDE,William,,Chulmeigh,,1528,3,Jankyn
or COKKYSHED,,,,,,,
COCKISHEDDE,William,,"Colyton; St Mary Magdalene,",This grant revoked,1543,F.28,Spert
or COCKYSSHED,,,"Milke Strete, London",& another will pvd,1544,19,Pynnyng
COFFYN,Richard,esquier,Heatoun Punchardon,,1523,5,Bodfelde
COFFYN,Sir William,knt,"Devon; Bakewell, Somerset",,1539,27,Dyngeley
COLCOTT,John,,Newton Abbat,,1529,9,Jankyn
COLLE,Water,,Tiverton,,1546,27,Alen
COLPREST,Thomas,,Gidesham Gittisham,,1498,21,Horne
COLSHILL,Elizabeth,,Exeter Cathedral;,,1519,17,Ayloffe
formerly SPEKE,,,"Whyte Lakyngton, Somerset",,,,
COLSHILL,John,,"(St Petrock), Exeter; Cornwall",,1495,26,Vox
COLSHILL,John,,"Friars Preachers, Exeter Black Friars",,1518,11,Ayloffe
COLVERCOCK,Gregory,,Bryksam Brixham,,1522,3,Bodfelde
COOKE,Robert,clerk,Crediton,,1508,8,Bennett
COOLE,John,,Grete Totenesse (Totnes);,,1491,40,Milles
,,,"St Laurence olde Jury, London",,,,
COOLINS,Arnulph,clerk,canon of Exeter,,1490,34,Milles
COPLESTON,John,esquire,Colbroke,,1459,18,Stokton
COPLESTON,John,esquire,Copelston (in parish of Colebrooke),,1550,F.24,Coode
COPLEY,John,,Shut(e),,1511,2,Fetiplace
COPPYN/COPPEN,Thomas,,"Dartmouthe; St Dustan in the West,",,1556,F.11,Ketchyn
,,,London,,,,
CORIM,William,esquire,Thornbury; Cornwall,,1491,45,Milles
,,,,another will unpvd,1491,F.41,
CORYNGTON,John,cl(er)k,canon residuary of Exeter,,1495,23,Vox
COSBY,Agnes,,Dertmowth,,1515,6,Holder
formerly DYMMOCKE,,,,,,,
COSBY,William,,Dartmouth,,1502,22,Blamyr
COTTERELL,Jane,,"Asshbrenton Ashburton ; Howe, Dorset",,1548,10,Popuwell
formerly TUBERVYLDE,,,,,,,
and PREDYCE,,,,,,,
COURTENAY,Edward,erle of Devonshire,Teverton,,1509,15,Bennett
COURTENAY,Lady Gertrude,,"Marquess of Exeter, Diocese of Bristol",,1557,1,Noodes
COURTENAY,Jane,,Dartmouth,,1508,5,Bennett
COURTENAY,Margaret,countess of Devensher,Exeter Cathedral,,1391,2,Rous
COURTENAY,Dame Mawte,,"monastry of St Nicholas, Exeter",,1467,21,Godyn
COURTENAY,Phillipp,esquire,Mollande,,1547,2,Populwell
COURTENAY,Pieres,esquyer,Dertmouth; Cornwall,,1508,5,Bennett
COURTENAY,Sir William,knight,Poudram (Powderham); Dorset,,1512,21,Fetiplace
COURTENAY,Sir William,knighte,Powdram etc,,1541,F.29,Alenger
COURTENAY,Sir William,knight,Devon; died in P(ar)ts),filed will with cancelled,,,
,,,,probate act dated Nov 16,,,
,,,,"""comiss' est comiss' ad",,,
,,,,"colligend"" in act book",,,
,,,,"""vacat quid non emana vit""",,,
CREDY,John,squyer,Devon; Surrey; Somerset; St John Zacharie,,1426,6,Luffenham
,,,"London, Middx",,,,
CRISPYN,Richard,clerke,"Herberton etc, Devon; died in Tower of London",,1551,F.36,Bucke
CROCKER,John,esquier,Lynham (in parish of Yealmpton),,1521,20,Maynwaryng
CROCKER als BRYAN,Richard,gent,"diocese of Exeter; Lincolns Inn, London",,1532,15,Thrower
CROME,John,,Uplyme,,1499,34,Horne
CROTT,Roger,,Greate Totnes,,1557,46,Wrasley
CRUGE,John,,Kyllerton etc (in parish of Broadclyst);,,,,
,,,"St Maddren, Cornwall; dioc. Of London",,1534,12,Hogen
CRUGGE,William,,cathedral of Exeter,,1520,26,Ayloffe
DANASTER,John,,"Exeter; Chabham, Surrey",,1504,5,Holgrave
DASSELL,Richard,,Collyton,,1556,8,Ketchyn
DAUBNEY,Giles,"knight, Lord Daubney",Devon; Cornwall;etc,,1509,16,Bennett
DAVIES,Richard,,Exeter?,,1521,13,Maynwaryng
DESOULEMONT,Thomas,,Canonleigh (in parish of Burlescombe),,1541,33,Alenger
DENHAM/DYNHAM,Jane,,Exeter; Nutwell in parish of Woodbury,,1497,10,Horne
DENHAM,Sir John,Lord Denham,Hertland,,1509,14,Bennett
DENYE,Harrye,esquier,Devon; Cornwall,,1553,25,Tashe
DESOULEMENT,Thomas,,Canonleigh (in parish of Burlescombe),,1541,33,Alenger
DEYMAN,John,,Tiverton,,1543,2,Pynnyng
DEYMAN,John,,Wydworthye,,1551,F.11,Bucke
DILLON/DYLLONDE,Ellen,,Wynkelegh Bratton Fleming,,1530,16,Jankyn
formerly KAYNES,,,,,,,
DILLON,Nicholas,,Chymwell (parish of Bratton Fleming),,1517,4,Ayloffe
DONNE/DON/DUN,John,,Tyverton,,1545,F.3,Alen
DONNYNE,William,,"Chardstocke, Dorset",,1557,9,Noodes
DOTTYNGE,Henry,,Tottnes,,1541,1,Spert
DOTYN,William,,Herberton Harberton,,1514,F.33,Fetiplace
DOWNE,John,,Kenton; Sarum,,1529,9,Jankyn
DOWNEMAN als SLADE,Ollyver,,Southmolton,,1558,F.18,Noodes
DRAKE,John,,"St Petrocke, Exeter",,1554,20,More
DYGON,William,clerk,Vplyme Uplyme,,1466,15,Godyn
DYMMOCKE,Agnes,,Dertmowth Dartmouth,,1515,6,Holder
formerly COSBY,,,,,,,
EGGECOMBE,Sir Pers,knyght,Plymouthe; Cornwall,,1539,30,Dyngeley
ENDERBY,Water,esquyer,"Pollymore; St Mich. Quene Hithe, London",,1495,21,Vox
,,,Poltimore,,,,
ENGLISHE/ENGLYSSE,John,,Tottenes,,1551,F.23,Bucke
,,,,de bonis non grant,1572,April,
,,,,sentence,1574,46,Martyn
,,,,de bonis non grant,1584,November,
ESTMONDE,William,gent,"Chardestocke, Dorset",,1558,F.1,Welles
ESTMONT,John,,"Chardestocke, Dorset",,1531,13,Thrower
ESTON,John,,Morchard Epi. Morchard Bishop,,1505,33,Holgrave
ESTON,William,,"Morchard (Bishop) ; St Mary, Sarum",,1485,14,Logge
EXETER see COURTENAY,,,,,,,
FAVELL,Richard,,diocese of Exeter;,,1556,F.6,Ketchyn
FERRERS,Martin,,"Totenes Totnes; St And. Holbourne, London",,1503,25,Blamyr
FEYRMAN,Henry,clerk,Saint Mary Ottrye Ottery St Mary,,1526,17,Porch
FITZ,Walter,gent,Tavystock,,1505,32,Holgrave
FITZPAYN/FYTZPAYN,John,,"Coplestone, in parish of Colebrooke",,1432,16,Luffenam
FLODE/FLOOD,John,,"Topsham; St Peter, Carmarthen",,1536,37,Hogen
FORDE,Edward,,Plymtre,,1558,68,Noodes
FORDE,John,thelder,"Assheberton, etc.",,1538,11,Crumwell
,,,,with sentence,1542,8,Spert
,,,,two other sentences,,30,Spert
FORTESCU,Lewes,,Fallaprytt Fallapritt House,,1545,38,Pynnyng
,,,East Allington,,,,
FORTESCU,Nicholas,,"Spredeliston, (in parish of Brixton)",,1550,20,Coode
FORTESCU,Thomas,esquier,Modebury; Somerset,,1556,27,Ketchyn
FORTESCUE,William,,Ermynton,,1521,20,Maynwarying
FOWELL,William,LLB,Exmestir (Exminster) - buried Oxford,,1496,8,Horne
FRANKELYN,Olyver,esquyer,"Clyst Seynt Mary; Ware, Herts",,1551,26,Bucke
FREMAN,Richard,squyer,"Columtowne; St Edmund, Sarum",,1504,20,Holgrave
,,,Cullompton,,,,
FRENCHE,Robert,,Musbury,,1550,F.19,Coode
FROSTE,William,,"St Mary Arches, Exeter",,1509,17,Bennett
FRYE,John,,Axmister,,1516,F.16,Holder
FULFORDE,Sir John,knyght,Fulforde (par Crediton & Shobrooke),,1546,F.10,Alen
FULFORDE,William,cl(er)k,archdeacon of Barum Barnstaple,,1475,26,Wattys
,,,& canon of Exeter,,,,
FULLER,Robert,,Plymouth,,1457,12,Stokton
GALE,Gylbert,,Kerton Crediton,,1552,F.22,Powell
GALE or GALL,Thomas,,Kyngeswere,,1557,52,Wrasley
,,,,sentence confirming will,1560,52,Mellershe
GAY,George,,"Devon: Somerset; St Bride, London",,1505,42,Holgrave
GEFFERY,William,,Tawstock (Tavistock); London; &,,1504,27,Holgrave
,,,"Landyle (?Landyo), Glamorgan",,,,
GELE,John,doctor of decrees,Hurberton Harberton,,1457,8,Stokton
GELLERD or GILLARDE,Benett,,Dertemouth Dartmouth,,1529,5,Jankyn
GIBBONS/GYBBONS,John,chancellor of Exeter,"Chard, Somerset; St Newlyn, Cornwall",,1537,14,Dyngeley
GIBBS/GYBBS,William,,"Hawkechurche, Dorset",,1557,39,Wrastley
GILBERT/GYLBERT,John,,Marledon,,1539,29,Dyngeley
GILBERT,Otys,,Merldon,,1494,11,Vox
GILBERT/GYLBERT,Otis,esquier,Compton (Marldon); Cornwall; Wilts,,1547,38,Alen
GILES/GYLES,John,,Devon,,1552,3,Taske
GILES,William,esquier,Bowdon (Coleridge Hundred),,1556,5,Wrastley
GLOSSE,Thomas,,Baunton Bampton,,1554,F.9,More
GOBBIE,John,,Highweeke,,1550,12,Coode
GODARD,John,,Hyden (Clayhidon),,1504,24,Holgrave
GODDE,William,clerk,cathedral of Exeter,,1483,7,Logge
GODDSLONDE,John,,Bar(n)staple; Sarum,,1546,13,Alen
GODDESLONDE,Thomasyn,,Bar(n)staple,,1546,15,Alen
formerly (-------),,,,,,,
GODYNG,Jamys,cl(er)k,"E(a)st Bucklond, etc; Leygh, Essex;",,1517,34,Holder
,,,"Augustyn Friers, London",,,,
GOOLD als TANNER,John,,Colyton,,1545,F.5,Alen
GRAYNFELD,Sir Richard,knight,"Devon; Stowe, Cornwall",,1550,F.25,Coode
GRAYNFELD,Sir Thomas,knight,Bedyford Bideford,,1514,32,Fetiplace
GRENEWAY,John,,Tiverton - died in London,,1530,2,Thower
GRENWEY,Joan,,Tiverton,,1539,F 28,Dyngeley
GREY,William,clerk,Teynton (?Talaton); archdeacon of Berks;,,1521,22,Maynwaryng
,,,"Gyllingham etc., Dorset; Moreton, Glos;",,,,
,,,"Remesbury, Wilts",,,,
GROPALL,John,,Exeter,,1554,F.10,More
,,,,a cessate grant July,1564,,
GROUERS,Mariote,,Yardecumbe Yarcombe,Administration,1401,2,Marche
HACKWYLL,Geoffry,,Great Totton Totnes,,1510,30,Bennett
HALLEWELL,Sir John,knyght,Bygbury,,1500,10,Moone
HALYGHWELL,Lady Margery,,Madbur; London; Essex Modbury,,1498,23,Horne
HALIGHWILL,Richard,esquire,Southpole South Pool,,1508,8,Bennett
HALS,Richarde,esquyer,Kenadon (par. of Sherford),,1550,9,Coode
HALSWILL,Nicholas,priest M.D.,"Uffculme; Friairs preachers, London",,1528,36,Porch
HAMLYN,Henry,,"St George, Exeter",,1550,14,Coode
HAMLYN,Nicholas,,"St Olave, Exeter",,1504,21,Holgrave
HAMLYN,Thomas,,Toteneys; Guersney Totnes,,1527,24,Porch
HARLEWYN,Benet,,"Devon; St Christopher etc., London; Essex",,1460,20,Stokton
HARRINGTON,Lady Cecill,,,,,,
see BONVILLE,,,,,,,
HARRYNGTON,Sir John,knight,Devon; Cornwall; Somerset;,,1418,41,Marche
,,,"Aldyngham, Lancashire",,,,
HARRIES,Thomas,,"Exeter, Berynerber; Berrynorber",,1541,F.32,Alenger
,,,"Launceston, Cornwall",,,,
HARTE,John,,Bovytracy,,1520,26,Ayloffe
HARTE,John,,Axmyster iAxminster,,1552,27,Powell
HART/HERT,William,,Grete Totenese Totnes,,1489,20,Milles
HARRYS,Fraunceys,esquyer,Plymstoke,,1508,11,Bennett
HARRYS,John,sergeant at law,"Stofford, Cornwall Stowford",,1551,29,Bucke
HACCHE,Thomas,,Northaller (?Northam),,1554,31,Taske
HATCHE or HACCHE,Anne,,Southmolton,,1558,F.60,Noodes
HAWKE,Thomas,,"Tavestocke; St Nicholas Acon, London",,1548,24,Populwell
HAYDON,John,,"Chardstock, Dorset",,1551,29,Bucke
HAYDON,George,esquire,Farreware Farway,,1558,F.17,Welles
HAYDON,Mathew,,"Devon; St Margaret Lothburye, London",,1554,2,More
HAYDON,Richard,gent,Wodbury Woodbury,,1533,9,Hogen
HE(A)LE,Walter,clerk,"Harford, Ipplepen",,1558,F.21,Noodes
HEMBERY,John,clerk;doctor of decrees,"Axmynster; Hawkechurch, Dorset",,1491,1,Dogett
HENGESCOTT,Trystam,,?Exeter,,1538,12,Crumwell
HEWE,John,theyounger,Honyton,,1515,13,Holder
HEWET,Richard,,"St Lawrence, Exeter",,1519,23,Ayloffe
HEYNES,Simon,clerke,"dean of Exeter; Windesore, Berks;Westminster",,1552,29,Powell
,,,"Fulham, Middx; Myldenhale, Suffolk;",,,,
HILL,Henry,,Cheltelhampton Chittlehampton,,1530,F.19,Jankyn
HILL,Hugh,,"Wynfford, Somerset OR Devon",,1555,30,More
HILL,Symeon,,Okeford Oakford,,1503,30,Blamyr
HILLE,Nicholas,,"Membury ""non valet""",,1435,19,Luffenham
HILLARY,John,,Wodworth (?Widworthy),,1504,22,Holgrave
HOKER,Roberte,,"St Mary the More, Exeter",,1538,10,Crumwell
,,,St Mary Major,de bonis non grant,1539,16,Crumwell
HOKMOR,William,,Totneys,,1543,18,Spert
HOLBEME,John,,Holberme (parish of East Ogwell),,1549,F.43,Populwell
,,,,sentence,1553,15,Taske
HOLLAND,Anne,duchesse of Excester,"(Exeter); St Katerine beside the towre, London",,1458,11,Stokton
HOLLAND,Richard,,"Dertmouth Dartmouth; Fallegh, Hants",,1506,14,Adeane
HOLLONDE,Robert,,Dartmouth,,1512,10,Fetiplace
HOLOND,Roger,,"Cowyck Cowick, St Thomas Apostle,",,1506,17,Adeane
,,,Exeter,,,,
HOLLOWAY,John,esquire,Watton (in parish of Stoke Gabriel),,1537,6,Crumwell
HOLMORE,John,the younger,"St Stephen, Exeter",,1546,16,Alen
HOLWELL,James,,Baunton Bampton,,1495,21,Vox
HOLWELL,John,,Teverton,,1520,6,Maynwaryng
HOONE,Robert,,Otrey St Mary,,1543,26,Spert
HOPTON,David,clerk,Archdeacon of Exeter,,1492,8,Dogett
HORNBY,Henry,clerk,"Holdesworthy Holsworthy; St Peter's College,",,1517,6,Ayloffe
,,,"Cambridge; Wymbourn mynster, Dorset;",,,,
,,,"Tateshale etc., Lincoln; Nassington, Northants",,,,
HORSEY,Johan,,Kenton,,1558,F.22,Noodes
HORSSEY,William,clerk,"residensary of Exeter, prebendary of",,1543,25,Spert
,,,London; prebendary of Lincoln;,,,,
,,,Somerset; Dorset,,,,
HOWELL als TROWBRIGGE,Edward,cl(er)k,"Dartingdon; Aishebrittell, Somerset",,1529,8,Jankyn
HOWPER,Tristram,,Musburye,,1545,F.43,Pynnyng
HUDDESFELD,Sir William,knyght,Dyttysham,,1499,37,Horne
HUDDESFELD,Dame Kateryn,,"Graye Friars, Exeter; Bradeforde, Wilts;",,1514,4,Holder
formerly ROGERS,,,"Britporte, Dorset",,,,
HUGHE,John,,Branscombe,,1522,29,Maynwaryng
HULLE,Sir John,knight,"St John the Baptist, Exeter",,1408,17,Marche
HULL,Henry,esquire,Wydeworthy,,1491,44,Milles
HULL,Joane,,"Larkebeare, near Honiton",,1557,11,Noodes
HULL,John,esquire,Larckbeare near Honiton,,1549,39,Populwell
HUNDEN,William,clerk,archdeacon of Totnes; preb of Lincoln;,,1416,33,Marche
,,,"archdeacon of Rochester, Kent; Suffolk",,,,
HUNGERFORD,Robert,knight lord,Devon; Cornwall;Dorset;,,1459,17,Stokton
,,,"Heylesbury, Wilts",,,,
HUNTE,Thomas,,Southmolton,,1496,12,Horne
HUNTE,Thomas,,"St Petrocke, Exeter",,1548,11,Populwell
,,,,cessate grant,1550,,
,,,,de bonis non grant,1559,,
HUNTINGDON,William,,"St Petrock, Exeter",,1509,15,Bennett
HURSTE,John,,Exeter,,1552,F.3,Taske
HUSSEY,Sir Robert,knyght,Devon; Essex; Somerset; Suffolk;,,1546,16,Alen
,,,"Lynwoodd, Lioncoln; Berks; Cornwall",,,,
HYETTE,Sir John,clerk,"St Peter, Exeter",,1499,34,Horne
HYNDESTON,William,,Kyngeston [?Devon} Kingston,,1458,12,Stokton
JAUNCELYN,Thomas,,Teverton,,1524,F.28,Bodfelde
JENKYN see ap JANKYNG,,,,,,,
JESSE,Thomas,,Exeter,,1558,F.23,Noodes
