cat_id	will_sentence	title	forename	surname	occupation	geog_info	parish_place	county_country	date	first_date	last_date	edoc_id	image_id	year
2531095	W		Richard	Standrey	Batchelor	Saint Dunstan Stepney, Middlesex	Saint Dunstan Stepney	Middlesex	03 August 1714	17140803	17140803	748637	ID=748637	1714
2531095	W		Richard	Suade		Saint Paul Shadwell, Middlesex	Saint Paul Shadwell	Middlesex	10 August 1714	17140810	17140810	748640	ID=748640	1714
2531095	W		Richard	Tuck	Plasterer	Saint Margaret Westminster, Middlesex	Saint Margaret Westminster	Middlesex	25 August 1714	17140825	17140825	748648	ID=748648	1714
2531095	W		Richard	Walkden	Poulterer	Saint James Westminster, Middlesex	Saint James Westminster	Middlesex	31 August 1714	17140831	17140831	748659	ID=748659	1714
2531095	W		Robert	Abraham	Husbandman	Saint Ethelburga within Bishopsgate, City of London	Saint Ethelburga within Bishopsgate	City of London	10 July 1714	17140710	17140710	748311	ID=748311	1714
2531095	W		Robert	Boomer	Mariner now bound out to Sea to the East Indies in the Good Ship called the Phoenix	Stepney, Middlesex	Stepney	Middlesex	23 July 1714	17140723	17140723	748324	ID=748324	1714
2531095	W		Robert	Broke or Brooke		Harton, Suffolk	Harton	Suffolk	18 August 1714	17140818	17140818	748526	ID=748526	1714
2531095	W		Robert	Edmonds	Salesman	Saint Giles in the Fields, Middlesex	Saint Giles in the Fields	Middlesex	26 August 1714	17140826	17140826	748560	ID=748560	1714
2531095	W		Robert	Horton	Gentleman	Saint Botolph without Aldersgate, Middlesex	Saint Botolph without Aldersgate	Middlesex	05 July 1714	17140705	17140705	748392	ID=748392	1714
2531095	W		Robert	Hubbard	Haberdasher	Saint Pancras, Middlesex	Saint Pancras	Middlesex	03 August 1714	17140803	17140803	748577	ID=748577	1714
2531095	W		Robert	Neale	Serge maker	Minehead, Somerset	Minehead	Somerset	09 July 1714	17140709	17140709	748435	ID=748435	1714
2531095	W		Robert	Pocock	Rector	Long Ditton, Surrey	Long Ditton	Surrey	03 August 1714	17140803	17140803	748609	ID=748609	1714
2531095	W		Robert	Shirley commonly called Lord Tamworth					29 July 1714	17140729	17140729	748474	ID=748474	1714
2531095	W		Robert	Smith	Gentleman	Woolwich, Kent	Woolwich	Kent	16 August 1714	17140816	17140816	748645	ID=748645	1714
2531095	W		Robert	Stephens	Gentleman	Saint Mary Matfellon alias Whitechapel, Middlesex	Saint Mary Matfellon alias Whitechapel	Middlesex	12 August 1714	17140812	17140812	748634	ID=748634	1714
2531095	W		Robert	Stewart		Saint Margaret Westminster, Middlesex	Saint Margaret Westminster	Middlesex	09 July 1714	17140709	17140709	748463	ID=748463	1714
2531095	W		Robert	Wilkinson	Mariner now belonging to Her Majesty's Hulk Elephant	Newcastle upon Tyne, Northumberland	Newcastle upon Tyne	Northumberland	15 July 1714	17140715	17140715	748499	ID=748499	1714
2531095	W		Roderick	Mackloed or Macleod					01 July 1714	17140701	17140701	748419	ID=748419	1714
2531095	W		Roger	Charnock		Saint Andrew Holborn, Middlesex	Saint Andrew Holborn	Middlesex	08 July 1714	17140708	17140708	748351	ID=748351	1714
2531095	W		Roger	Davies or Davis	Joiner	Westminster, Middlesex	Westminster	Middlesex	05 July 1714	17140705	17140705	748365	ID=748365	1714
2531095	W		Samuel	Battely		Bury Saint Edmunds, Suffolk	Bury Saint Edmunds	Suffolk	06 August 1714	17140806	17140806	748664	ID=748664	1714
2531095	W		Samuel	Buckingham	Yeoman	Houghton Regis, Bedfordshire	Houghton Regis	Bedfordshire	15 July 1714	17140715	17140715	748330	ID=748330	1714
2531095	W		Samuel	Grant	Glover	East Greenwich, Kent	East Greenwich	Kent	20 July 1714	17140720	17140720	748504	ID=748504	1714
2531095	W		Samuel	Grove	Leather seller	Saint Martin in the Fields, Middlesex	Saint Martin in the Fields	Middlesex	08 July 1714	17140708	17140708	748505	ID=748505	1714
2531095	W		Samuel	Hunt	Gentleman	Oxford, Oxfordshire	Oxford	Oxfordshire	15 July 1714	17140715	17140715	748387	ID=748387	1714
2531095	W		Samuel	Johnson	Basket maker	Bristol, Gloucestershire	Bristol	Gloucestershire	01 July 1714	17140701	17140701	748401	ID=748401	1714
2531095	W		Samuel	Johnson	Gentleman	Saint James Westminster, Middlesex	Saint James Westminster	Middlesex	21 July 1714	17140721	17140721	748404	ID=748404	1714
2531095	W		Samuel	Norman	Shipwright	Poplar, Middlesex	Poplar	Middlesex	23 July 1714	17140723	17140723	748436	ID=748436	1714
2531095	W		Samuel	Penny	Surgeon of Her Majesty's Bomb Vessel Salamander	Rochester, Kent	Rochester	Kent	05 July 1714	17140705	17140705	748448	ID=748448	1714
2531095	W		Samuell	Benn alias Bend	Mariner being about to take a Voyage to Sea in Her Majesty's Ship Newark				21 August 1714	17140821	17140821	748523	ID=748523	1714
2531095	W		Sarah	Chorly	Widow	Saint Catherine Island of Jamaica, West Indies	Saint Catherine Island of Jamaica	West Indies	01 July 1714	17140701	17140701	748340	ID=748340	1714
2531095	W		Sarah	Johnson	Widow	London	London		19 August 1714	17140819	17140819	748586	ID=748586	1714
2531095	W		Sarah	Mayo	Spinster	Norton Saint Philips, Somerset	Norton Saint Philips	Somerset	30 July 1714	17140730	17140730	748421	ID=748421	1714
2531095	W		Sarah	Meade or Mead	Widow	Hornchurch, Essex	Hornchurch	Essex	13 July 1714	17140713	17140713	748420	ID=748420	1714
2531095	W		Sarah	Pannceforte	Widow	Saint Andrew Holborn, Middlesex	Saint Andrew Holborn	Middlesex	03 July 1714	17140703	17140703	748440	ID=748440	1714
2531095	W		Savage	Appletree	Gentleman	Worcester, Worcestershire	Worcester	Worcestershire	09 July 1714	17140709	17140709	748310	ID=748310	1714
2531095	W		Simon	Cornelinson or Cornells	Mariner	Saint John Wapping, Middlesex	Saint John Wapping	Middlesex	23 July 1714	17140723	17140723	748346	ID=748346	1714
2531095	W		Stephen	Bassett	Yeoman	Tandridge, Surrey	Tandridge	Surrey	05 July 1714	17140705	17140705	748322	ID=748322	1714
2531095	W		Stephen	Cole	Mariner on Board Her Majesty's Ship Monck				23 July 1714	17140723	17140723	748350	ID=748350	1714
2531095	W		Stephen	Dee	Blacksmith	Sunninghill, Berkshire	Sunninghill	Berkshire	16 August 1714	17140816	17140816	748553	ID=748553	1714
2531095	W		Stephen	Somers	Merchant Taylor	Bristol, Gloucestershire	Bristol	Gloucestershire	22 July 1714	17140722	17140722	748469	ID=748469	1714
2531095	W		Sylvanus	Jones	Chaplain to Her Majesty's Ship Captain				27 August 1714	17140827	17140827	748584	ID=748584	1714
2530678	W		Martha	Brouncker	Widow	Earl Stoke, Wiltshire	Earl Stoke	Wiltshire	23 August 1714	17140823	17140823	995219	ID=995219	1714
2531067	W		Abraham	Lydell	Mariner belonging to Her Majesty's Ship Assistance				25 February 1710	17100225	17100225	657464	ID=657464	1710
2531067	W		Adam	Gibson					24 January 1710	17100124	17100124	657248	ID=657248	1710
2531067	W		Adriaen	Brievinckx	Carpenter	Saint Leonard Shoreditch , Middlesex	Saint Leonard Shoreditch 	Middlesex	13 January 1710	17100113	17100113	657192	ID=657192	1710
2531067	W		Alexander	Mills	late belonging to Her Majesty's Ship the Portland				23 January 1710	17100123	17100123	657299	ID=657299	1710
2531067	W		Alexander	Robertson	now belonging to Her Majesty's Ship Monmouth				06 January 1710	17100106	17100106	657333	ID=657333	1710
2531067	W		Alice	Amy	Widow	Rotherhithe , Surrey	Rotherhithe 	Surrey	28 January 1710	17100128	17100128	657163	ID=657163	1710
2531067	W		Andrew	Frasier alias Fraser	Surgeon				07 February 1710	17100207	17100207	657403	ID=657403	1710
2531067	W		Andrew	Gilbert	Mariner belonging to Her Majesty's Ship the Burlington				10 January 1710	17100110	17100110	657244	ID=657244	1710
2531067	W		Andrew	Hendrickson	Mariner now belonging unto Her Majesty's Ship Monmouth				02 January 1710	17100102	17100102	657258	ID=657258	1710
2531067	W		Andrew	Hill		Court of Hill , Shropshire	Court of Hill 	Shropshire	07 January 1710	17100107	17100107	657254	ID=657254	1710
2531067	W		Anna	Barlow					16 January 1710	17100116	17100116	657196	ID=657196	1710
2531067	W		Anne	Grimsby	Widow	Saint Peter in Bristol , Gloucestershire	Saint Peter in Bristol 	Gloucestershire	13 January 1710	17100113	17100113	657240	ID=657240	1710
2531067	W		Anne	Heathcote	Widow	Chesterfield , Derbyshire	Chesterfield 	Derbyshire	03 February 1710	17100203	17100203	657436	ID=657436	1710
2531067	W		Anne	Higford	Wife	Ashton under Hill , Gloucestershire	Ashton under Hill 	Gloucestershire	11 February 1710	17100211	17100211	657439	ID=657439	1710
2531067	W		Anne	Humfryes	Widow	Mortlake , Surrey	Mortlake 	Surrey	20 January 1710	17100120	17100120	657273	ID=657273	1710
2531067	W		Anne	Knipe	Widow	Saint Margaret Lothbury , City of London	Saint Margaret Lothbury 	City of London	28 January 1710	17100128	17100128	657289	ID=657289	1710
2531067	W		Anne	Richards	Widow	Charlton , Kent	Charlton 	Kent	07 January 1710	17100107	17100107	657336	ID=657336	1710
2531067	W		Anne	Rogers	Widow	Saint Paul Covent Garden , Middlesex	Saint Paul Covent Garden 	Middlesex	26 January 1710	17100126	17100126	657330	ID=657330	1710
2531067	W		Anne	Simonds or Simmonds	Widow	Enfield , Middlesex	Enfield 	Middlesex	04 January 1710	17100104	17100104	657346	ID=657346	1710
2531067	W		Anne	Withers	Spinster	Saint Andrews Holborne , Middlesex	Saint Andrews Holborne 	Middlesex	16 January 1710	17100116	17100116	657392	ID=657392	1710
2531067	W		Anthony	Place	Gunner	Saint Dunstans Stepney , Middlesex	Saint Dunstans Stepney 	Middlesex	26 January 1710	17100126	17100126	657319	ID=657319	1710
2531067	W		Anthony	Taylor	Mariner	Saint Mary Matfellon alias Whitechapel , Middlesex	Saint Mary Matfellon alias Whitechapel 	Middlesex	01 February 1710	17100201	17100201	657501	ID=657501	1710
2531067	W		Benjamin	Daniell	Gentleman	Highgate , Middlesex	Highgate 	Middlesex	30 June 1710	17100630	17100630	657152	ID=657152	1710
2531067	W		Benjamin	Dymont	belonging to the good Ship Hastings				02 January 1710	17100102	17100102	657225	ID=657225	1710
2531067	W		Benjamin	Greene		Saint Giles in the Fields , Middlesex	Saint Giles in the Fields 	Middlesex	10 January 1710	17100110	17100110	657249	ID=657249	1710
2531067	W		Benjamin	Hopkins	Mercer	Gloucester , Gloucestershire	Gloucester 	Gloucestershire	04 January 1710	17100104	17100104	657268	ID=657268	1710
2531067	W		Benjamin	Lloyd	Armourer of Her Majesty's Ship the Dolphin				23 February 1710	17100223	17100223	657467	ID=657467	1710
2531067	W		Benjamin	Pickworth	Mariner now belonging to Her Majesty's Ship the Mary				26 January 1710	17100126	17100126	657325	ID=657325	1710
2531067	W		Bridget	Shorter	Widow	Witney , Oxfordshire	Witney 	Oxfordshire	13 February 1710	17100213	17100213	657471	ID=657471	1710
2531067	W		Bridgett	Ayshford	Gentlewoman	Burlescombe , Devon	Burlescombe 	Devon	10 January 1710	17100110	17100110	657170	ID=657170	1710
2531067	W		Bridgett	Lee	Widow	Spratton , Northamptonshire	Spratton 	Northamptonshire	13 February 1710	17100213	17100213	657458	ID=657458	1710
2531067	W		Caleb	White	Mariner now belonging to Her Majesty's Ship York				21 January 1710	17100121	17100121	657378	ID=657378	1710
2531067	W		Charles	Bradford	Mariner				07 January 1710	17100107	17100107	657185	ID=657185	1710
2531067	W		Christopher	Estmond	Surgeon of Her Majesty's Ship Feversham	Donyatt , Somerset	Donyatt 	Somerset	04 February 1710	17100204	17100204	657398	ID=657398	1710
2531067	W		Christopher	Jacobson	Mariner	Saint Johns Wapping , Middlesex	Saint Johns Wapping 	Middlesex	15 February 1710	17100215	17100215	657446	ID=657446	1710
2531067	W		Christopher	Pickles	Mariner now belonging to Her Majesty's Ship Colchester bound out to Sea				14 January 1710	17100114	17100114	657320	ID=657320	1710
2531067	W		Cornelius	Harbert	Clockmaker	on London Bridge , City of London	on London Bridge 	City of London	17 February 1710	17100217	17100217	657419	ID=657419	1710
2531067	W		Cornelius	Harbert	Clockmaker	on London Bridge , City of London	on London Bridge 	City of London	25 February 1710	17100225	17100225	657420	ID=657420	1710
2531067	W		Daniel	Kavanagh or Cavanagh	but now belonging to Her Majesty's Ship Monmouth	Rotherhithe , Surrey	Rotherhithe 	Surrey	03 January 1710	17100103	17100103	657214	ID=657214	1710
2531067	W		David	Davis or Davison	Mariner now belonging to Her Majesty's Ship the Portland				17 January 1710	17100117	17100117	657218	ID=657218	1710
2531067	W		David	Wattson	Mariner being outward bound on a voyage to Sea				05 January 1710	17100105	17100105	657384	ID=657384	1710
2531067	W		Ebenezer	Bird	Mariner	Bermondsey , Surrey	Bermondsey 	Surrey	17 January 1710	17100117	17100117	657179	ID=657179	1710
2531067	W		Edmund	Chambers	Gentleman	Studley , Warwickshire	Studley 	Warwickshire	26 January 1710	17100126	17100126	657216	ID=657216	1710
2531067	W		Edward	Adams	Gentleman	Charwelton , Northamptonshire	Charwelton 	Northamptonshire	05 January 1710	17100105	17100105	657168	ID=657168	1710
2531067	W		Edward	Butler	Yeoman	Oxon , Oxfordshire	Oxon 	Oxfordshire	13 January 1710	17100113	17100113	657178	ID=657178	1710
2531067	W		Edward	Eyre	Gentleman	Lammas , Norfolk	Lammas 	Norfolk	13 February 1710	17100213	17100213	657394	ID=657394	1710
2531067	W		Edward	Gibson	now belonging to Her Majesty's Ship Burford and at Sea				04 February 1710	17100204	17100204	657405	ID=657405	1710
2531067	W		Edward	Hearne	Apothecary	London	London		02 January 1710	17100102	17100102	657261	ID=657261	1710
2531067	W		Edward	Osborne	Brazier	Saint James , Middlesex	Saint James 	Middlesex	10 January 1710	17100110	17100110	657315	ID=657315	1710
2531067	W		Edward	Randes	Haberdasher	London	London		05 January 1710	17100105	17100105	657332	ID=657332	1710
2531067	W		Edward	Richardson	Hatband Maker	Saint Mary Magdalen Bermondsey , Surrey	Saint Mary Magdalen Bermondsey 	Surrey	03 January 1710	17100103	17100103	657337	ID=657337	1710
2531067	W		Edward	Shepard		Saint James's Westminster , Middlesex	Saint James's Westminster 	Middlesex	10 February 1710	17100210	17100210	657476	ID=657476	1710
2531067	W		Edward	Tocknell	Merchant	Bristol , Gloucestershire	Bristol 	Gloucestershire	17 January 1710	17100117	17100117	657366	ID=657366	1710
2531067	W		Edward	Turner	Draper	London	London		10 January 1710	17100110	17100110	657362	ID=657362	1710
2531067	W		Elianor	Cuthbert	Widow	London	London		06 January 1710	17100106	17100106	657211	ID=657211	1710
2531067	W		Elias	Swanson	Mariner	Saint Paul Shadwell , Middlesex	Saint Paul Shadwell 	Middlesex	11 January 1710	17100111	17100111	657344	ID=657344	1710
2531067	W		Elinor	Evans	Widow	Bristol , Gloucestershire	Bristol 	Gloucestershire	03 January 1710	17100103	17100103	657232	ID=657232	1710
2531067	W		Elizabeth	Baker	Widow	Stoke Newington , Middlesex	Stoke Newington 	Middlesex	31 January 1710	17100131	17100131	657175	ID=657175	1710
2531067	W		Elizabeth	Carleton	Spinster	Saint Dunstan in the West London , City of London	Saint Dunstan in the West London 	City of London	26 January 1710	17100126	17100126	657212	ID=657212	1710
2531067	W		Elizabeth	Chislett	Widow	Lickhill , Worcestershire	Lickhill 	Worcestershire	31 January 1710	17100131	17100131	657204	ID=657204	1710
2531067	W		Elizabeth	Fisher	Widow	Nicholas in Worcester , Worcestershire	Nicholas in Worcester 	Worcestershire	18 February 1710	17100218	17100218	657400	ID=657400	1710
2531067	W		Elizabeth	Fuller	Widow	Watford Place , Hertfordshire	Watford Place 	Hertfordshire	03 January 1710	17100103	17100103	657236	ID=657236	1710
2531067	W		Elizabeth	Gandey	Widow	Stepney , Middlesex	Stepney 	Middlesex	16 February 1710	17100216	17100216	657406	ID=657406	1710
2531067	W		Elizabeth	Hurlbut		Saint Andrews Holborn , Middlesex	Saint Andrews Holborn 	Middlesex	13 February 1710	17100213	17100213	657429	ID=657429	1710
2531067	W		Elizabeth	Jones	Widow	Huntington , Herefordshire	Huntington 	Herefordshire	10 February 1710	17100210	17100210	657447	ID=657447	1710
2531067	W		Elizabeth	Lloyd	Widow	Grove , Pembrokeshire	Grove 	Pembrokeshire	10 February 1710	17100210	17100210	657457	ID=657457	1710
2531067	W		Elizabeth	Metcalfe	Widow	Islesworth , Middlesex	Islesworth 	Middlesex	21 January 1710	17100121	17100121	657297	ID=657297	1710
2531067	W		Elizabeth	Musgrave	Widow	Saint Stephen in Walbrooke , City of London	Saint Stephen in Walbrooke 	City of London	07 February 1710	17100207	17100207	657153	ID=657153	1710
2531067	W		Elizabeth	Sayer	Spinster	Henley upon Thames , Oxfordshire	Henley upon Thames 	Oxfordshire	23 February 1710	17100223	17100223	657473	ID=657473	1710
2531067	W		Elizabeth	Shaller		Saint Thomas Hospital in Southwark , Surrey	Saint Thomas Hospital in Southwark 	Surrey	26 January 1710	17100126	17100126	657350	ID=657350	1710
2531067	W		Elizabeth	Symonds	Spinster	Reepham , Norfolk	Reepham 	Norfolk	02 February 1710	17100202	17100202	657475	ID=657475	1710
2531067	W		Elizabeth	Tanner	Widow	London	London		12 January 1710	17100112	17100112	657364	ID=657364	1710
2531067	W		Elizabeth	Tims		Saint Martins in the Fields , Middlesex	Saint Martins in the Fields 	Middlesex	04 January 1710	17100104	17100104	657363	ID=657363	1710
2531067	W		Elizabeth	Vackell	Spinster	Saint Annes , Middlesex	Saint Annes 	Middlesex	31 January 1710	17100131	17100131	657373	ID=657373	1710
2531067	W		Emma	Simons	Widow	Saint James's , Middlesex	Saint James's 	Middlesex	03 January 1710	17100103	17100103	657359	ID=657359	1710
2531067	W		Erasmus	Tonneson alias Dennison	Mariner	Saint Dunstan Stepney , Middlesex	Saint Dunstan Stepney 	Middlesex	09 January 1710	17100109	17100109	657372	ID=657372	1710
2531067	W		Frances	Bennet or Bennett	Spinster	Saint Martins in the Fields , Middlesex	Saint Martins in the Fields 	Middlesex	17 January 1710	17100117	17100117	657189	ID=657189	1710
2531067	W		Frances	Broderwick		Langford , Oxfordshire	Langford 	Oxfordshire	05 January 1710	17100105	17100105	657197	ID=657197	1710
2531067	W		Frances	Lidyard or Lydyard	Widow	Saint Mary Whitechapel , Middlesex	Saint Mary Whitechapel 	Middlesex	11 January 1710	17100111	17100111	657293	ID=657293	1710
2531067	W		Frances	Steer	Widow	Saint Dunstan in the East London , City of London	Saint Dunstan in the East London 	City of London	22 February 1710	17100222	17100222	657479	ID=657479	1710
2531067	W		Francis	Stanfield	belonging to Her Majesty's Ship Kingston				14 February 1710	17100214	17100214	657477	ID=657477	1710
2531067	W		Francis	Todd	Gentleman	Saint Ann Westminster , Middlesex	Saint Ann Westminster 	Middlesex	03 February 1710	17100203	17100203	657499	ID=657499	1710
2531067	W		Francis	Woder	Merchant	London	London		16 February 1710	17100216	17100216	657506	ID=657506	1710
2531067	W		George	Haley	Husbandman	Deptford , Kent	Deptford 	Kent	23 January 1710	17100123	17100123	657274	ID=657274	1710
2531067	W		George	Hay	Gentleman now Lieutenant of Her Majesty's Ship Somersett	Saint Paul Shadwell , Middlesex	Saint Paul Shadwell 	Middlesex	05 January 1710	17100105	17100105	657271	ID=657271	1710
2531067	W		George	Henderson	Mariner	Saint John Wapping , Middlesex	Saint John Wapping 	Middlesex	05 January 1710	17100105	17100105	657253	ID=657253	1710
2531067	W		George	Howell	Gentleman	Melbury Sampford , Dorset	Melbury Sampford 	Dorset	03 January 1710	17100103	17100103	657270	ID=657270	1710
2531067	W		George	Jackson	Seaman belonging to Her Majesty's Storeship called the Elephant				24 January 1710	17100124	17100124	657283	ID=657283	1710
2531067	W		George	Lysons		Lincolnes Inn , Middlesex	Lincolnes Inn 	Middlesex	03 February 1710	17100203	17100203	657462	ID=657462	1710
2531067	W		George	Nethery	Mariner	Saint John Wapping , Middlesex	Saint John Wapping 	Middlesex	10 January 1710	17100110	17100110	657312	ID=657312	1710
2531067	W		George	Owen	Gentleman	Middle Temple London	Middle Temple London		06 May 1710	17100506	17100506	657149	ID=657149	1710
2531067	W		George	Paske	Gentleman	Much Hadham , Hertfordshire	Much Hadham 	Hertfordshire	31 January 1710	17100131	17100131	657327	ID=657327	1710
2531067	W		George	Taylor	Mariner	Saint Paul Shadwell , Middlesex	Saint Paul Shadwell 	Middlesex	12 January 1710	17100112	17100112	657365	ID=657365	1710
2531067	W		Gilbert	Leask	Mariner	London	London		07 February 1710	17100207	17100207	657459	ID=657459	1710
2531067	W		Gilbert	Whitehall	Goldsmith	London	London		20 April 1710	17100420	17100420	657317	ID=657317	1710
2531067	W		Grace	Hall	Spinster	Saint Leonard Shoreditch , Middlesex	Saint Leonard Shoreditch 	Middlesex	25 February 1710	17100225	17100225	657432	ID=657432	1710
2531067	W		Griffith	Hughes	Farrier	Saint Annes , Middlesex	Saint Annes 	Middlesex	10 February 1710	17100210	17100210	657430	ID=657430	1710
2531067	W		Hannah	Phillips	Widow	London	London		26 January 1710	17100126	17100126	657326	ID=657326	1710
2531067	W		Harry	Tennison		Dillonstowne , Louth	Dillonstowne 	Louth	17 February 1710	17100217	17100217	657494	ID=657494	1710
2531067	W		Harry	Winford	Gentleman	Astley , Worcestershire	Astley 	Worcestershire	17 February 1710	17100217	17100217	657517	ID=657517	1710
2531067	W		Henrick	Crous	Mariner	Saint Paul Shadwell , Middlesex	Saint Paul Shadwell 	Middlesex	03 January 1710	17100103	17100103	657205	ID=657205	1710
2531067	W		Henry	Dennis	Mariner belonging to their Majesty's Ship Grafton	Saint Paul Shadwell , Middlesex	Saint Paul Shadwell 	Middlesex	19 January 1710	17100119	17100119	657228	ID=657228	1710
2531067	W		Henry	Harris	belonging to Her Majesty's Ship the Grafton				12 January 1710	17100112	17100112	657252	ID=657252	1710
2531067	W		Henry	Horne	Victualler	Saint Giles's , Middlesex	Saint Giles's 	Middlesex	07 February 1710	17100207	17100207	657428	ID=657428	1710
2531067	W		Henry	Ingledew	Mariner	Precinct of Saint Katherines , City of London	Precinct of Saint Katherines 	City of London	09 February 1710	17100209	17100209	657444	ID=657444	1710
2531067	W		Henry	Lovibond	Gentleman	Saint Andrews Holborn London , City of London	Saint Andrews Holborn London 	City of London	08 February 1710	17100208	17100208	657461	ID=657461	1710
2531067	W		Henry	Newman	Gentleman	Harrow upon the Hill , Middlesex	Harrow upon the Hill 	Middlesex	14 January 1710	17100114	17100114	657306	ID=657306	1710
2531067	W		Henry	Renoldson	Mariner now bound to Ireland in the Mary	Stepney , Middlesex	Stepney 	Middlesex	05 January 1710	17100105	17100105	657335	ID=657335	1710
2531067	W		Henry	Whiteman	belonging to Her Majesty's Ship the Newcastle				12 January 1710	17100112	17100112	657386	ID=657386	1710
2531067	W		Henry	Willoughby	Merchant	Bristol , Gloucestershire	Bristol 	Gloucestershire	12 January 1710	17100112	17100112	657390	ID=657390	1710
2531067	W		Hezekiah	Skinner	late Supercargo of the Ship Providence Galley				24 January 1710	17100124	17100124	657338	ID=657338	1710
2531067	W		Hugh	Sutherland	Capt. lately belonging to the Honourable Major General Murry's Regiment	Aix Lachapell	Aix Lachapell		21 January 1710	17100121	17100121	657356	ID=657356	1710
2531067	W		Humphry	Lloyd	Mariner belonging to Her Majesty's Ship the Lefirm	Bengore , Caernarvonshire	Bengore 	Caernarvonshire	07 February 1710	17100207	17100207	657456	ID=657456	1710
2531067	W		Isaac	Collins	Serjeant of Marines in the Right Honourable the Lord Shannon's Regiment belonging to Her Majesty's Ship the Norfolk				03 January 1710	17100103	17100103	657210	ID=657210	1710
2531067	W		Isaac	Decele or Decelee	Merchant	Norwich , Norfolk	Norwich 	Norfolk	07 January 1710	17100107	17100107	657227	ID=657227	1710
2531067	W		Isaac	Le Boulenger	Merchant	Ronan , France	Ronan 	France	11 January 1710	17100111	17100111	657186	ID=657186	1710
2531067	W		James	Blackett	now belonging to Her Majesty's Ship the Portland	Newcastle , Nothumberland	Newcastle 	Nothumberland	19 January 1710	17100119	17100119	657171	ID=657171	1710
2531067	W		James	Freeman	Mariner and now belonging unto Her Majesty's Ship Monmouth late to Her Majesty's Ship Expedition				24 January 1710	17100124	17100124	657235	ID=657235	1710
2531067	W		James	Gregory	Waterman	Christ Church , Surrey	Christ Church 	Surrey	27 February 1710	17100227	17100227	657418	ID=657418	1710
2531067	W		James	Hinckes	Chandler	Wolverhampton , Staffordshire	Wolverhampton 	Staffordshire	28 January 1710	17100128	17100128	657250	ID=657250	1710
2531067	W		James	Houblon		Saint Peters the Poor London , City of London	Saint Peters the Poor London 	City of London	07 February 1710	17100207	17100207	657433	ID=657433	1710
2531067	W		James	Jose	Mariner	Stepney , Middlesex	Stepney 	Middlesex	17 January 1710	17100117	17100117	657281	ID=657281	1710
2531067	W		James	Kelly	Mariner belonging to Her Majesty's Ship the Burford				07 February 1710	17100207	17100207	657455	ID=657455	1710
